	1657_1	1657_2	1728	1734	1736	1740	1744	1747	1751
YPL019C	26.0	24.0	35.0	12.0	71.0	43.0	18.0	17.0	14.0
YMR297W	31.0	23.0	52.0	14.0	47.0	44.0	15.0	22.0	23.0
YPL216W	21.0	14.0	31.0	13.0	41.0	21.0	17.0	11.0	21.0
YPR079W	17.0	10.0	27.0	8.0	43.0	15.0	14.0	12.0	12.0
YNL267W	7.0	10.0	14.0	9.0	14.0	8.0	4.0	5.0	8.0
YNL194C	5.0	6.0	21.0	4.0	14.0	7.0	1.0	NaN	4.0
YLR069C	13.0	12.0	50.0	8.0	23.0	36.0	1.0	18.0	8.0
YPL005W	1.0	NaN	24.0	1.0	7.0	24.0	NaN	8.0	NaN
YMR321C	1.0	2.0	3.0	NaN	4.0	1.0	2.0	NaN	5.0
YLR353W	20.0	14.0	27.0	11.0	36.0	19.0	12.0	7.0	18.0
YMR318C	22.0	20.0	77.0	13.0	62.0	55.0	34.0	29.0	21.0
YMR319C	27.0	10.0	59.0	9.0	61.0	41.0	14.0	9.0	23.0
YMR316C-A	6.0	2.0	16.0	2.0	9.0	4.0	5.0	1.0	3.0
YMR317W	18.0	15.0	28.0	12.0	28.0	21.0	15.0	9.0	15.0
YMR315W-A	2.0	2.0	8.0	1.0	7.0	4.0	3.0	2.0	4.0
YLL008W	7.0	3.0	12.0	2.0	13.0	10.0	1.0	4.0	1.0
YMR315W	4.0	7.0	14.0	3.0	11.0	13.0	7.0	7.0	11.0
YDR299W	5.0	7.0	8.0	2.0	12.0	10.0	2.0	3.0	2.0
YDR300C	4.0	4.0	5.0	7.0	11.0	8.0	1.0	2.0	3.0
YDR301W	16.0	14.0	13.0	6.0	19.0	14.0	1.0	5.0	6.0
YDR294C	18.0	15.0	44.0	6.0	55.0	21.0	10.0	8.0	8.0
YDR295C	2.0	10.0	18.0	2.0	26.0	8.0	10.0	7.0	6.0
YDR296W	4.0	3.0	19.0	1.0	11.0	31.0	2.0	9.0	NaN
YDR297W	29.0	10.0	63.0	13.0	69.0	35.0	23.0	8.0	20.0
YMR013C	6.0	6.0	4.0	4.0	7.0	5.0	1.0	3.0	3.0
YLR423C	1.0	2.0	4.0	2.0	5.0	2.0	4.0	NaN	4.0
YMR011W	23.0	11.0	43.0	8.0	44.0	30.0	9.0	7.0	6.0
YMR012W	32.0	17.0	38.0	11.0	59.0	42.0	18.0	12.0	14.0
YDR302W	6.0	1.0	4.0	NaN	3.0	3.0	1.0	4.0	NaN
YDR303C	11.0	5.0	13.0	6.0	14.0	12.0	4.0	6.0	8.0
YMR006C	35.0	32.0	33.0	10.0	57.0	26.0	24.0	14.0	22.0
YLR422W	17.0	21.0	58.0	12.0	125.0	32.0	17.0	22.0	17.0
YPR147C	13.0	10.0	31.0	5.0	42.0	20.0	5.0	6.0	11.0
YCL058C	6.0	7.0	8.0	6.0	10.0	9.0	2.0	4.0	3.0
YLR354C	8.0	5.0	28.0	3.0	19.0	16.0	1.0	6.0	3.0
YOL044W	6.0	8.0	7.0	1.0	7.0	6.0	3.0	2.0	6.0
YLR424W	7.0	6.0	14.0	5.0	11.0	7.0	4.0	4.0	5.0
YCL001W-B	16.0	16.0	14.0	10.0	21.0	17.0	8.0	9.0	11.0
YER113C	30.0	22.0	22.0	18.0	40.0	19.0	13.0	7.0	17.0
YER114C	38.0	33.0	73.0	14.0	83.0	47.0	17.0	11.0	29.0
YER110C	16.0	13.0	10.0	8.0	26.0	31.0	6.0	8.0	13.0
YER111C	19.0	19.0	33.0	19.0	36.0	29.0	4.0	14.0	18.0
YER104W	4.0	3.0	13.0	3.0	7.0	4.0	NaN	3.0	3.0
YER105C	37.0	30.0	50.0	22.0	61.0	44.0	24.0	11.0	17.0
YER106W	4.0	3.0	7.0	3.0	7.0	4.0	4.0	2.0	2.0
YER107C	3.0	1.0	1.0	3.0	2.0	2.0	2.0	NaN	1.0
YPL034W	5.0	3.0	3.0	1.0	5.0	6.0	3.0	2.0	1.0
YNL218W	26.0	12.0	34.0	17.0	49.0	27.0	11.0	5.0	16.0
YLR355C	4.0	7.0	19.0	8.0	16.0	12.0	NaN	4.0	1.0
YOL043C	9.0	11.0	10.0	5.0	17.0	15.0	4.0	2.0	5.0
YPR025C	5.0	NaN	1.0	2.0	8.0	2.0	1.0	NaN	1.0
YNL217W	20.0	11.0	32.0	10.0	44.0	25.0	15.0	10.0	18.0
YCL004W	6.0	10.0	4.0	3.0	11.0	11.0	2.0	NaN	3.0
YNL216W	14.0	19.0	21.0	10.0	27.0	19.0	5.0	8.0	6.0
YOL042W	11.0	7.0	18.0	9.0	33.0	18.0	5.0	9.0	4.0
YCL002C	20.0	18.0	19.0	8.0	30.0	17.0	14.0	15.0	16.0
YMR228W	10.0	8.0	19.0	6.0	17.0	13.0	2.0	4.0	6.0
YMR229C	13.0	15.0	24.0	16.0	32.0	20.0	6.0	3.0	10.0
YMR226C	9.0	11.0	21.0	10.0	27.0	14.0	5.0	4.0	6.0
YMR227C	11.0	8.0	9.0	4.0	10.0	9.0	5.0	5.0	3.0
YMR231W	19.0	17.0	28.0	18.0	31.0	25.0	6.0	11.0	20.0
YMR232W	19.0	12.0	17.0	10.0	40.0	15.0	14.0	8.0	14.0
YMR230W-A	8.0	6.0	18.0	9.0	14.0	11.0	8.0	8.0	10.0
YNL272C	9.0	4.0	6.0	4.0	8.0	5.0	1.0	4.0	4.0
YNL222W	3.0	3.0	3.0	NaN	4.0	2.0	NaN	1.0	NaN
YMR233W	7.0	7.0	11.0	5.0	15.0	9.0	5.0	3.0	3.0
YMR234W	8.0	4.0	9.0	1.0	17.0	5.0	1.0	2.0	5.0
YDL175C	15.0	3.0	16.0	5.0	25.0	9.0	4.0	2.0	6.0
YPR149W	10.0	8.0	45.0	5.0	46.0	24.0	10.0	8.0	5.0
YNL221C	13.0	9.0	15.0	12.0	25.0	14.0	1.0	9.0	16.0
YHR022C-A	4.0	4.0	3.0	3.0	4.0	7.0	3.0	2.0	4.0
YOL038C-A	2.0	6.0	7.0	2.0	7.0	2.0	1.0	3.0	NaN
YPR026W	34.0	28.0	42.0	18.0	79.0	46.0	17.0	17.0	35.0
YBR067C	1.0	1.0	8.0	2.0	7.0	11.0	5.0	1.0	2.0
YBR066C	12.0	5.0	31.0	9.0	30.0	19.0	10.0	4.0	12.0
YHR022C	10.0	12.0	16.0	8.0	21.0	15.0	14.0	5.0	5.0
YBR062C	11.0	2.0	15.0	3.0	13.0	8.0	7.0	2.0	3.0
YBR061C	12.0	9.0	17.0	9.0	18.0	12.0	2.0	4.0	9.0
YBR065C	7.0	7.0	17.0	5.0	30.0	8.0	6.0	8.0	4.0
YBR063C	4.0	2.0	10.0	NaN	13.0	16.0	3.0	1.0	7.0
YOR107W	20.0	8.0	21.0	10.0	21.0	21.0	9.0	5.0	11.0
YHR024C	5.0	6.0	7.0	6.0	9.0	6.0	1.0	7.0	4.0
YBR060C	8.0	5.0	3.0	4.0	5.0	8.0	1.0	7.0	5.0
YBR059C	20.0	21.0	44.0	13.0	79.0	21.0	16.0	7.0	15.0
YOL097W-A	5.0	7.0	13.0	1.0	11.0	8.0	3.0	3.0	8.0
YMR072W	5.0	2.0	8.0	3.0	9.0	7.0	2.0	1.0	3.0
YHR023W	38.0	34.0	38.0	22.0	49.0	40.0	12.0	14.0	25.0
YNL271C	16.0	13.0	19.0	15.0	27.0	26.0	8.0	8.0	33.0
YMR071C	2.0	10.0	11.0	NaN	17.0	7.0	5.0	2.0	NaN
YMR138W	4.0	4.0	5.0	NaN	4.0	4.0	2.0	2.0	3.0
YOL103W-B	3.0	4.0	4.0	1.0	7.0	7.0	4.0	1.0	2.0
YOL103W-A	3.0	4.0	4.0	1.0	7.0	7.0	3.0	1.0	2.0
YOL103W	6.0	10.0	33.0	8.0	27.0	21.0	10.0	3.0	7.0
YOL102C	1.0	2.0	NaN	1.0	1.0	NaN	1.0	1.0	3.0
YMR074C	8.0	10.0	15.0	3.0	16.0	13.0	9.0	5.0	9.0
YOL100W	15.0	10.0	26.0	6.0	27.0	23.0	6.0	5.0	6.0
YHR025W	7.0	6.0	5.0	6.0	15.0	3.0	6.0	NaN	6.0
YOL038W	6.0	4.0	7.0	5.0	8.0	8.0	NaN	5.0	5.0
YNL062C	1.0	NaN	2.0	2.0	2.0	4.0	NaN	1.0	2.0
YMR073C	5.0	4.0	12.0	2.0	21.0	8.0	3.0	3.0	4.0
YHR028C	38.0	18.0	43.0	20.0	48.0	32.0	15.0	14.0	29.0
YDR073W	11.0	5.0	36.0	2.0	12.0	25.0	2.0	2.0	13.0
YPL020C	7.0	8.0	16.0	5.0	13.0	11.0	3.0	8.0	2.0
YMR068W	13.0	5.0	18.0	3.0	20.0	17.0	7.0	2.0	2.0
YPR015C	17.0	16.0	25.0	8.0	24.0	32.0	10.0	7.0	7.0
YHR027C	11.0	16.0	10.0	7.0	14.0	6.0	7.0	5.0	6.0
YMR067C	14.0	6.0	25.0	7.0	30.0	9.0	7.0	4.0	4.0
YJR072C	16.0	15.0	24.0	9.0	23.0	16.0	14.0	13.0	12.0
YPL149W	7.0	2.0	12.0	1.0	10.0	6.0	7.0	1.0	3.0
YNL270C	23.0	16.0	42.0	8.0	39.0	23.0	13.0	10.0	14.0
YMR070W	26.0	11.0	30.0	7.0	42.0	15.0	6.0	9.0	3.0
YJR073C	18.0	8.0	26.0	3.0	31.0	24.0	7.0	8.0	9.0
YMR069W	79.0	55.0	123.0	35.0	114.0	97.0	61.0	34.0	51.0
YDL121C	11.0	7.0	16.0	6.0	16.0	13.0	7.0	7.0	7.0
YDL001W	31.0	35.0	81.0	21.0	76.0	76.0	26.0	29.0	27.0
YOL040C	6.0	2.0	1.0	1.0	3.0	2.0	NaN	NaN	1.0
YNL065W	20.0	19.0	43.0	10.0	45.0	29.0	14.0	7.0	12.0
YMR182W-A	2.0	2.0	7.0	1.0	6.0	5.0	1.0	NaN	1.0
YPL173W	4.0	4.0	14.0	1.0	4.0	4.0	NaN	2.0	2.0
YMR184W	6.0	11.0	19.0	7.0	23.0	17.0	5.0	9.0	5.0
YNL269W	26.0	12.0	43.0	11.0	51.0	36.0	37.0	13.0	19.0
YMR183C	9.0	10.0	2.0	3.0	18.0	11.0	2.0	2.0	9.0
YDR042C	6.0	3.0	3.0	2.0	2.0	4.0	3.0	1.0	4.0
YJR078W	52.0	41.0	96.0	25.0	85.0	84.0	35.0	28.0	42.0
YCR034W	6.0	4.0	10.0	3.0	7.0	13.0	3.0	6.0	5.0
YPR144C	6.0	6.0	3.0	3.0	10.0	8.0	1.0	5.0	6.0
YMR179W	9.0	6.0	26.0	5.0	19.0	15.0	3.0	2.0	4.0
YPL038W	10.0	5.0	17.0	5.0	20.0	13.0	10.0	3.0	8.0
YJR079W	7.0	5.0	13.0	3.0	12.0	5.0	6.0	3.0	5.0
YNL064C	10.0	8.0	13.0	10.0	16.0	18.0	4.0	9.0	8.0
YMR292W	5.0	6.0	13.0	4.0	13.0	10.0	1.0	NaN	4.0
YMR178W	8.0	10.0	17.0	6.0	25.0	9.0	7.0	3.0	8.0
YKR096W	28.0	39.0	139.0	43.0	175.0	61.0	71.0	28.0	25.0
YNR017W	3.0	5.0	4.0	1.0	5.0	3.0	NaN	2.0	5.0
YMR181C	9.0	2.0	8.0	1.0	8.0	7.0	4.0	2.0	4.0
YKR095W-A	1.0	5.0	30.0	10.0	28.0	3.0	21.0	3.0	1.0
YNR013C	33.0	29.0	51.0	12.0	61.0	41.0	15.0	12.0	14.0
YNR014W	26.0	19.0	29.0	13.0	37.0	29.0	18.0	7.0	20.0
YNR015W	40.0	33.0	52.0	29.0	65.0	74.0	31.0	24.0	25.0
YMR180C	18.0	16.0	30.0	3.0	41.0	28.0	17.0	7.0	13.0
YNR009W	10.0	4.0	23.0	1.0	29.0	22.0	2.0	8.0	7.0
YKR098C	12.0	18.0	48.0	24.0	37.0	17.0	28.0	7.0	10.0
YNR011C	10.0	11.0	15.0	20.0	31.0	18.0	7.0	10.0	11.0
YNR012W	11.0	9.0	15.0	8.0	22.0	19.0	3.0	6.0	8.0
YNL277W	26.0	23.0	75.0	15.0	67.0	39.0	17.0	14.0	25.0
YER144C	27.0	22.0	69.0	11.0	75.0	37.0	21.0	13.0	23.0
YJL181W	18.0	12.0	28.0	16.0	27.0	26.0	15.0	6.0	12.0
YPR145W	44.0	36.0	113.0	28.0	120.0	65.0	46.0	30.0	39.0
YER145C	51.0	44.0	119.0	35.0	143.0	95.0	40.0	37.0	34.0
YKR100C	7.0	12.0	23.0	10.0	17.0	11.0	15.0	9.0	4.0
YNL058C	4.0	4.0	9.0	4.0	21.0	8.0	2.0	3.0	4.0
YDR232W	6.0	5.0	3.0	4.0	9.0	4.0	3.0	1.0	1.0
YKR099W	19.0	13.0	66.0	30.0	25.0	17.0	50.0	12.0	13.0
YER147C	13.0	12.0	10.0	10.0	21.0	14.0	8.0	7.0	10.0
YKR102W	26.0	14.0	69.0	28.0	48.0	16.0	52.0	6.0	17.0
YDR238C	9.0	13.0	9.0	5.0	8.0	10.0	4.0	8.0	1.0
YKR101W	29.0	18.0	37.0	28.0	35.0	25.0	26.0	14.0	8.0
YNL275W	17.0	11.0	26.0	11.0	37.0	13.0	15.0	7.0	11.0
YER149C	16.0	17.0	20.0	15.0	42.0	16.0	4.0	3.0	17.0
YDL176W	23.0	18.0	34.0	15.0	30.0	17.0	16.0	5.0	11.0
YML074C	2.0	3.0	4.0	4.0	4.0	2.0	4.0	1.0	3.0
YER150W	5.0	2.0	6.0	NaN	7.0	5.0	2.0	3.0	2.0
YCR091W	49.0	41.0	61.0	28.0	58.0	56.0	24.0	29.0	33.0
YLR336C	13.0	13.0	19.0	7.0	24.0	18.0	1.0	6.0	5.0
YKL045W	10.0	9.0	69.0	6.0	17.0	10.0	6.0	4.0	3.0
YKL046C	19.0	8.0	63.0	9.0	46.0	37.0	17.0	15.0	8.0
YKL043W	4.0	10.0	31.0	4.0	21.0	7.0	8.0	1.0	8.0
YKL044W	10.0	9.0	24.0	3.0	15.0	10.0	11.0	3.0	5.0
YKL049C	4.0	NaN	14.0	3.0	5.0	2.0	NaN	2.0	1.0
YKL050C	35.0	25.0	75.0	18.0	66.0	40.0	30.0	7.0	23.0
YKL047W	24.0	10.0	57.0	9.0	34.0	18.0	6.0	7.0	15.0
YKL048C	3.0	1.0	24.0	2.0	5.0	14.0	NaN	3.0	5.0
YOR106W	5.0	1.0	9.0	1.0	5.0	4.0	NaN	3.0	1.0
YPL095C	18.0	25.0	43.0	15.0	45.0	38.0	23.0	19.0	16.0
YPR159W	12.0	7.0	39.0	6.0	14.0	30.0	2.0	5.0	9.0
YPL181W	13.0	12.0	18.0	14.0	54.0	20.0	19.0	12.0	14.0
YML011C	5.0	5.0	10.0	3.0	14.0	11.0	4.0	2.0	2.0
YNL274C	7.0	6.0	22.0	2.0	20.0	10.0	7.0	2.0	10.0
YDL103C	2.0	NaN	3.0	1.0	4.0	2.0	NaN	1.0	1.0
YLR079W	3.0	2.0	NaN	NaN	4.0	1.0	NaN	NaN	1.0
YNL130C-A	6.0	2.0	7.0	2.0	10.0	3.0	4.0	1.0	2.0
YNL061W	11.0	14.0	18.0	9.0	26.0	17.0	2.0	9.0	8.0
YNR001C	60.0	47.0	39.0	23.0	93.0	48.0	24.0	22.0	37.0
YPL021W	5.0	5.0	12.0	2.0	16.0	6.0	3.0	2.0	1.0
YMR035W	3.0	3.0	7.0	1.0	10.0	4.0	3.0	1.0	NaN
YPL094C	10.0	8.0	13.0	6.0	13.0	16.0	1.0	5.0	5.0
YNL001W	7.0	9.0	17.0	4.0	23.0	19.0	4.0	6.0	5.0
YOR123C	11.0	10.0	16.0	5.0	34.0	12.0	6.0	7.0	7.0
YPL150W	14.0	12.0	30.0	6.0	27.0	12.0	7.0	5.0	10.0
YNL273W	17.0	10.0	22.0	10.0	31.0	11.0	5.0	4.0	5.0
YDR001C	59.0	49.0	106.0	31.0	145.0	109.0	26.0	35.0	55.0
YOR215C	6.0	8.0	6.0	2.0	7.0	10.0	2.0	2.0	7.0
YMR031C	18.0	14.0	22.0	11.0	53.0	31.0	8.0	5.0	20.0
YDR002W	1.0	NaN	NaN	NaN	1.0	NaN	1.0	NaN	NaN
YNL129W	4.0	4.0	11.0	2.0	20.0	6.0	3.0	7.0	11.0
YNL059C	2.0	6.0	10.0	4.0	6.0	12.0	1.0	4.0	4.0
YHR106W	5.0	6.0	5.0	4.0	14.0	6.0	4.0	2.0	3.0
YMR032W	5.0	2.0	3.0	3.0	14.0	4.0	NaN	2.0	5.0
YHR104W	4.0	3.0	10.0	7.0	15.0	4.0	8.0	2.0	3.0
YHR105W	2.0	2.0	2.0	4.0	6.0	3.0	7.0	NaN	2.0
YHR102W	13.0	12.0	10.0	13.0	18.0	10.0	2.0	8.0	6.0
YHR103W	24.0	18.0	29.0	14.0	41.0	21.0	17.0	8.0	23.0
YHR100C	5.0	2.0	NaN	1.0	11.0	2.0	2.0	1.0	5.0
YHR101C	5.0	2.0	7.0	2.0	1.0	3.0	3.0	NaN	NaN
YHR098C	18.0	14.0	54.0	18.0	36.0	35.0	5.0	13.0	12.0
YHR099W	46.0	40.0	42.0	36.0	66.0	49.0	18.0	32.0	26.0
YLL006W	3.0	NaN	3.0	5.0	8.0	4.0	NaN	4.0	NaN
YDL190C	31.0	27.0	42.0	18.0	62.0	36.0	10.0	18.0	24.0
YKR025W	2.0	2.0	27.0	18.0	49.0	2.0	18.0	12.0	11.0
YLL010C	37.0	26.0	24.0	13.0	24.0	31.0	15.0	11.0	15.0
YLL011W	12.0	10.0	11.0	5.0	20.0	13.0	2.0	3.0	10.0
YLL012W	26.0	25.0	43.0	10.0	49.0	40.0	9.0	19.0	26.0
YPR192W	12.0	15.0	26.0	12.0	29.0	17.0	13.0	6.0	8.0
YMR027W	14.0	8.0	14.0	7.0	39.0	14.0	7.0	3.0	11.0
YDL195W	3.0	10.0	6.0	3.0	11.0	8.0	2.0	3.0	1.0
YDL197C	19.0	15.0	40.0	10.0	50.0	20.0	16.0	9.0	10.0
YDL193W	3.0	2.0	3.0	2.0	7.0	5.0	NaN	3.0	2.0
YDL194W	16.0	9.0	19.0	8.0	27.0	14.0	8.0	3.0	19.0
YLL004W	6.0	2.0	6.0	2.0	5.0	5.0	NaN	2.0	NaN
YLL005C	16.0	17.0	15.0	12.0	32.0	18.0	4.0	13.0	14.0
YLR188W	18.0	22.0	40.0	13.0	44.0	17.0	11.0	13.0	11.0
YLR187W	24.0	20.0	44.0	11.0	66.0	25.0	13.0	10.0	17.0
YLR190W	15.0	11.0	29.0	7.0	36.0	15.0	6.0	7.0	10.0
YLR189C	20.0	13.0	44.0	9.0	69.0	32.0	12.0	8.0	15.0
YLR192C	3.0	1.0	4.0	1.0	4.0	3.0	NaN	1.0	NaN
YLR191W	6.0	7.0	7.0	5.0	18.0	8.0	1.0	2.0	2.0
YLR194C	10.0	3.0	35.0	5.0	36.0	12.0	3.0	3.0	8.0
YLR193C	5.0	6.0	4.0	1.0	18.0	6.0	1.0	1.0	1.0
YLR196W	8.0	10.0	14.0	7.0	22.0	10.0	3.0	7.0	15.0
YOR343W-B	14.0	10.0	17.0	3.0	18.0	13.0	7.0	3.0	12.0
YPR041W	8.0	5.0	8.0	4.0	13.0	9.0	NaN	5.0	4.0
YPL092W	17.0	13.0	41.0	12.0	45.0	28.0	19.0	8.0	16.0
YLR017W	10.0	4.0	18.0	3.0	15.0	14.0	4.0	4.0	8.0
YLR016C	9.0	4.0	10.0	5.0	15.0	10.0	NaN	1.0	4.0
YOL062C	10.0	6.0	25.0	1.0	25.0	18.0	9.0	5.0	8.0
YLR009W	2.0	NaN	2.0	NaN	1.0	1.0	NaN	NaN	NaN
YLR011W	15.0	11.0	25.0	5.0	25.0	18.0	7.0	3.0	10.0
YLR013W	2.0	5.0	3.0	NaN	4.0	2.0	NaN	2.0	3.0
YLR012C	4.0	NaN	7.0	2.0	9.0	5.0	NaN	5.0	1.0
YLR015W	6.0	8.0	10.0	1.0	19.0	16.0	5.0	12.0	5.0
YLR014C	23.0	17.0	43.0	15.0	61.0	42.0	13.0	15.0	12.0
YBR274W	14.0	6.0	18.0	8.0	22.0	13.0	8.0	7.0	11.0
YBR275C	59.0	42.0	90.0	37.0	104.0	68.0	24.0	21.0	40.0
YBR276C	26.0	19.0	35.0	13.0	46.0	29.0	14.0	18.0	12.0
YJL091C	3.0	3.0	3.0	4.0	3.0	3.0	4.0	3.0	2.0
YBR270C	10.0	9.0	21.0	4.0	33.0	14.0	10.0	6.0	10.0
YBR271W	22.0	14.0	17.0	8.0	34.0	20.0	14.0	11.0	13.0
YBR272C	10.0	4.0	13.0	4.0	15.0	14.0	7.0	1.0	11.0
YBR273C	9.0	5.0	17.0	2.0	19.0	7.0	9.0	4.0	7.0
YLR234W	6.0	4.0	8.0	3.0	17.0	6.0	1.0	2.0	1.0
YPR042C	11.0	10.0	30.0	5.0	36.0	15.0	10.0	4.0	13.0
YPL091W	13.0	13.0	21.0	9.0	37.0	21.0	13.0	5.0	12.0
YBR279W	4.0	5.0	8.0	5.0	21.0	4.0	4.0	1.0	4.0
YBR280C	25.0	18.0	30.0	11.0	43.0	28.0	22.0	6.0	20.0
YGR289C	14.0	11.0	18.0	11.0	43.0	12.0	8.0	6.0	9.0
YGR292W	6.0	7.0	10.0	3.0	16.0	7.0	3.0	4.0	6.0
YHR013C	6.0	4.0	4.0	1.0	11.0	1.0	3.0	1.0	1.0
YGR295C	11.0	6.0	23.0	2.0	29.0	14.0	13.0	5.0	7.0
YHR019C	5.0	3.0	5.0	10.0	5.0	3.0	1.0	1.0	6.0
YHL050C	1.0	1.0	3.0	NaN	NaN	1.0	1.0	NaN	1.0
YHR017W	20.0	22.0	26.0	11.0	22.0	20.0	8.0	10.0	16.0
YHL048C-A	2.0	3.0	2.0	1.0	3.0	4.0	NaN	NaN	NaN
YHL048W	6.0	9.0	12.0	4.0	16.0	11.0	5.0	3.0	5.0
YHL047C	24.0	20.0	26.0	15.0	55.0	30.0	13.0	12.0	10.0
YPR152C	26.0	19.0	57.0	15.0	65.0	26.0	24.0	14.0	21.0
YHR021W-A	15.0	6.0	24.0	6.0	34.0	17.0	16.0	9.0	7.0
YLR061W	3.0	1.0	2.0	NaN	4.0	4.0	NaN	3.0	NaN
YPL067C	22.0	23.0	91.0	18.0	53.0	71.0	29.0	19.0	21.0
YNL055C	14.0	5.0	1.0	4.0	36.0	2.0	10.0	NaN	2.0
YJR066W	64.0	59.0	111.0	45.0	96.0	56.0	19.0	23.0	43.0
YJL090C	11.0	10.0	20.0	16.0	20.0	14.0	4.0	9.0	6.0
YJR068W	5.0	2.0	3.0	3.0	3.0	2.0	1.0	1.0	2.0
YJR067C	1.0	2.0	1.0	NaN	3.0	1.0	1.0	1.0	2.0
YJR062C	6.0	9.0	8.0	6.0	14.0	10.0	5.0	NaN	2.0
YJR061W	39.0	35.0	63.0	29.0	77.0	47.0	26.0	20.0	23.0
YJR064W	16.0	17.0	26.0	14.0	29.0	23.0	6.0	12.0	11.0
YJR063W	3.0	4.0	9.0	3.0	5.0	5.0	1.0	3.0	2.0
YLR407W	1.0	3.0	5.0	2.0	16.0	2.0	5.0	3.0	2.0
YLR406C-A	5.0	4.0	4.0	3.0	11.0	4.0	5.0	1.0	2.0
YLR406C	3.0	3.0	23.0	3.0	14.0	11.0	9.0	7.0	4.0
YLR405W	8.0	7.0	27.0	6.0	35.0	21.0	10.0	7.0	8.0
YJR070C	7.0	1.0	10.0	5.0	17.0	6.0	3.0	3.0	1.0
YJR069C	3.0	3.0	8.0	6.0	19.0	11.0	2.0	2.0	4.0
YLR409C	19.0	12.0	14.0	14.0	24.0	20.0	6.0	10.0	7.0
YLR408C	4.0	2.0	11.0	2.0	15.0	6.0	3.0	6.0	3.0
YOR114W	6.0	5.0	18.0	4.0	20.0	14.0	6.0	3.0	5.0
YOR115C	5.0	1.0	6.0	NaN	7.0	4.0	2.0	2.0	4.0
YOR112W	10.0	4.0	14.0	2.0	23.0	10.0	4.0	5.0	9.0
YOR113W	8.0	5.0	23.0	2.0	26.0	16.0	6.0	6.0	8.0
YOR118W	15.0	18.0	28.0	7.0	38.0	23.0	8.0	7.0	10.0
YOR119C	17.0	7.0	13.0	5.0	14.0	9.0	1.0	4.0	5.0
YOR116C	13.0	10.0	17.0	10.0	30.0	19.0	4.0	14.0	9.0
YOR117W	4.0	5.0	3.0	4.0	11.0	6.0	NaN	2.0	3.0
YPR153W	12.0	12.0	19.0	5.0	14.0	15.0	4.0	3.0	7.0
YDL168W	14.0	12.0	20.0	8.0	41.0	21.0	2.0	9.0	10.0
YOR120W	24.0	10.0	56.0	8.0	45.0	55.0	19.0	19.0	22.0
YOR122C	1.0	1.0	NaN	NaN	NaN	1.0	NaN	NaN	NaN
YNL054W-B	17.0	18.0	15.0	5.0	26.0	14.0	13.0	6.0	9.0
YJL089W	20.0	15.0	30.0	10.0	27.0	21.0	8.0	9.0	15.0
YLR378C	10.0	7.0	14.0	9.0	15.0	11.0	2.0	7.0	4.0
YLR238W	8.0	4.0	24.0	2.0	28.0	13.0	4.0	6.0	11.0
YPR049C	17.0	20.0	31.0	13.0	51.0	20.0	10.0	7.0	16.0
YPL089C	12.0	9.0	34.0	10.0	30.0	24.0	9.0	5.0	15.0
YNL185C	2.0	NaN	2.0	1.0	1.0	6.0	NaN	1.0	NaN
YLR040C	10.0	4.0	17.0	4.0	11.0	6.0	5.0	1.0	1.0
YPL023C	10.0	4.0	9.0	3.0	13.0	5.0	3.0	3.0	5.0
YDL015C	1.0	1.0	3.0	NaN	2.0	2.0	NaN	NaN	NaN
YPL139C	3.0	1.0	4.0	4.0	30.0	6.0	4.0	NaN	4.0
YMR295C	6.0	9.0	10.0	3.0	12.0	10.0	2.0	2.0	1.0
YHR214C-E	2.0	3.0	5.0	1.0	8.0	5.0	4.0	1.0	NaN
YPL140C	13.0	10.0	26.0	6.0	37.0	16.0	7.0	6.0	5.0
YPL223C	6.0	9.0	20.0	4.0	18.0	15.0	7.0	5.0	6.0
YPL143W	3.0	NaN	3.0	NaN	4.0	1.0	NaN	2.0	1.0
YOL165C	4.0	3.0	11.0	2.0	9.0	5.0	4.0	6.0	6.0
YJL088W	14.0	12.0	42.0	9.0	35.0	30.0	15.0	9.0	20.0
YPL148C	2.0	3.0	1.0	NaN	1.0	3.0	2.0	NaN	2.0
YPL147W	16.0	12.0	29.0	7.0	35.0	9.0	6.0	6.0	10.0
YGR161C	12.0	6.0	33.0	9.0	37.0	25.0	11.0	6.0	6.0
YGR161W-C	10.0	4.0	20.0	3.0	21.0	15.0	4.0	7.0	NaN
YIL074C	25.0	32.0	42.0	16.0	53.0	36.0	15.0	12.0	16.0
YIL073C	17.0	20.0	26.0	11.0	39.0	17.0	17.0	7.0	17.0
YGR156W	16.0	6.0	17.0	4.0	18.0	11.0	9.0	2.0	6.0
YGR157W	10.0	6.0	23.0	5.0	55.0	26.0	13.0	3.0	9.0
YGR158C	4.0	3.0	9.0	5.0	8.0	6.0	NaN	4.0	2.0
YGR159C	3.0	3.0	10.0	6.0	9.0	3.0	3.0	5.0	4.0
YLR019W	26.0	15.0	36.0	10.0	39.0	30.0	14.0	11.0	10.0
YLR018C	6.0	9.0	15.0	5.0	11.0	10.0	4.0	4.0	4.0
YLR021W	1.0	1.0	8.0	2.0	3.0	3.0	5.0	NaN	1.0
YLR020C	19.0	13.0	14.0	9.0	29.0	16.0	5.0	9.0	9.0
YGR161C-D	1.0	NaN	1.0	NaN	2.0	1.0	NaN	1.0	NaN
YLR022C	4.0	5.0	12.0	3.0	10.0	8.0	4.0	6.0	3.0
