	1657_1	1657_2	1728	1734	1736	1740	1744	1747	1751
YHR115C	14.0	11.0	19.0	12.0	33.0	20.0	12.0	10.0	9.0
YHR114W	22.0	20.0	36.0	25.0	35.0	14.0	14.0	5.0	25.0
YHR113W	12.0	17.0	34.0	11.0	45.0	24.0	16.0	7.0	9.0
YHR112C	17.0	16.0	31.0	16.0	39.0	14.0	10.0	6.0	10.0
YHR111W	5.0	3.0	7.0	2.0	8.0	6.0	3.0	3.0	2.0
YHR110W	10.0	3.0	10.0	2.0	5.0	2.0	3.0	NaN	5.0
YHR109W	9.0	11.0	20.0	6.0	29.0	16.0	6.0	5.0	10.0
YGR066C	5.0	4.0	20.0	5.0	27.0	13.0	6.0	2.0	7.0
YOR211C	19.0	17.0	21.0	22.0	35.0	28.0	4.0	9.0	10.0
YPL028W	1.0	3.0	3.0	1.0	5.0	3.0	2.0	NaN	1.0
YDR018C	14.0	15.0	26.0	7.0	37.0	25.0	8.0	10.0	14.0
YHR117W	25.0	20.0	32.0	16.0	34.0	24.0	13.0	6.0	10.0
YHR116W	14.0	12.0	24.0	9.0	25.0	24.0	7.0	3.0	5.0
YDL188C	17.0	11.0	29.0	5.0	43.0	16.0	5.0	9.0	16.0
YOR242C	17.0	13.0	28.0	6.0	20.0	16.0	7.0	2.0	11.0
YCL030C	40.0	36.0	42.0	19.0	58.0	41.0	28.0	9.0	23.0
YGR192C	9.0	7.0	3.0	2.0	24.0	2.0	2.0	2.0	NaN
YDL183C	8.0	8.0	20.0	4.0	21.0	17.0	5.0	2.0	5.0
YDL182W	39.0	25.0	51.0	16.0	54.0	22.0	23.0	22.0	24.0
YLR153C	7.0	8.0	16.0	8.0	14.0	13.0	NaN	7.0	7.0
YOR241W	4.0	2.0	5.0	2.0	6.0	9.0	2.0	1.0	NaN
YLR151C	7.0	3.0	19.0	2.0	14.0	11.0	4.0	1.0	2.0
YLR152C	10.0	6.0	17.0	2.0	26.0	19.0	5.0	9.0	6.0
YLR149C	19.0	3.0	36.0	5.0	25.0	22.0	12.0	4.0	7.0
YLL039C	21.0	11.0	55.0	13.0	47.0	44.0	10.0	14.0	15.0
YLR148W	19.0	16.0	17.0	11.0	26.0	14.0	3.0	9.0	14.0
YLR146C	5.0	7.0	17.0	4.0	27.0	19.0	1.0	5.0	8.0
YLR146W-A	3.0	1.0	16.0	NaN	5.0	3.0	NaN	1.0	1.0
YJL110C	21.0	6.0	14.0	10.0	24.0	13.0	9.0	5.0	6.0
YPR162C	9.0	6.0	13.0	1.0	10.0	8.0	NaN	4.0	2.0
YDR026C	12.0	13.0	25.0	9.0	35.0	20.0	3.0	17.0	9.0
YCL029C	43.0	31.0	32.0	31.0	48.0	24.0	36.0	16.0	16.0
YLR373C	15.0	8.0	20.0	8.0	13.0	9.0	1.0	4.0	4.0
YOR034C-A	12.0	3.0	16.0	5.0	20.0	11.0	5.0	4.0	9.0
YOR335C	18.0	10.0	14.0	8.0	16.0	20.0	4.0	8.0	8.0
YDR078C	12.0	14.0	24.0	6.0	20.0	17.0	4.0	6.0	8.0
YOR243C	6.0	6.0	15.0	4.0	12.0	5.0	3.0	NaN	3.0
YHR011W	4.0	4.0	25.0	4.0	7.0	18.0	NaN	11.0	5.0
YOR166C	11.0	12.0	20.0	6.0	20.0	16.0	9.0	5.0	9.0
YCR071C	6.0	5.0	22.0	3.0	9.0	13.0	5.0	2.0	1.0
YJL080C	15.0	7.0	30.0	6.0	18.0	14.0	3.0	9.0	6.0
YHR007C	11.0	10.0	7.0	3.0	10.0	6.0	NaN	5.0	4.0
YHR006W	24.0	19.0	31.0	10.0	44.0	21.0	17.0	3.0	8.0
YHR005C-A	1.0	NaN	2.0	NaN	3.0	1.0	1.0	NaN	1.0
YHR005C	5.0	3.0	4.0	2.0	4.0	4.0	NaN	3.0	2.0
YCR061W	75.0	47.0	68.0	54.0	113.0	54.0	66.0	23.0	43.0
YHR009C	27.0	18.0	36.0	7.0	37.0	26.0	10.0	9.0	5.0
YHR008C	4.0	6.0	29.0	1.0	24.0	17.0	13.0	9.0	7.0
YHR007C-A	39.0	36.0	70.0	24.0	71.0	54.0	34.0	23.0	32.0
YOR184W	16.0	8.0	7.0	3.0	28.0	8.0	3.0	6.0	8.0
YOR247W	4.0	3.0	18.0	2.0	24.0	10.0	3.0	NaN	3.0
YER019W	11.0	11.0	47.0	6.0	23.0	27.0	7.0	8.0	7.0
YLL041C	18.0	13.0	25.0	10.0	22.0	19.0	4.0	14.0	10.0
YOR205C	19.0	16.0	55.0	10.0	31.0	36.0	5.0	18.0	7.0
YKR013W	11.0	7.0	29.0	19.0	20.0	23.0	17.0	21.0	21.0
YKR014C	2.0	2.0	3.0	2.0	1.0	3.0	3.0	1.0	NaN
YKR010C	28.0	16.0	54.0	38.0	42.0	38.0	22.0	21.0	13.0
YKR011C	8.0	8.0	39.0	14.0	20.0	20.0	13.0	18.0	6.0
YKL032C	11.0	9.0	67.0	4.0	24.0	41.0	4.0	13.0	2.0
YKL029C	132.0	110.0	225.0	58.0	198.0	116.0	68.0	66.0	77.0
YKR015C	12.0	11.0	30.0	9.0	23.0	10.0	19.0	16.0	5.0
YKR016W	13.0	10.0	39.0	18.0	25.0	12.0	22.0	20.0	6.0
YKL035W	8.0	12.0	82.0	10.0	15.0	12.0	6.0	4.0	6.0
YKL034W	28.0	25.0	71.0	16.0	61.0	49.0	22.0	16.0	27.0
YKL033W-A	6.0	5.0	27.0	5.0	12.0	12.0	11.0	2.0	3.0
YKL033W	16.0	10.0	56.0	16.0	19.0	11.0	5.0	4.0	3.0
YKL040C	3.0	5.0	26.0	4.0	17.0	8.0	NaN	5.0	3.0
YKL039W	22.0	30.0	54.0	20.0	44.0	37.0	16.0	11.0	16.0
YKL038W	29.0	31.0	118.0	16.0	34.0	72.0	13.0	26.0	13.0
YKL037W	19.0	20.0	65.0	12.0	31.0	39.0	17.0	12.0	12.0
YHL020C	13.0	10.0	9.0	4.0	24.0	18.0	7.0	9.0	13.0
YHL021C	24.0	25.0	31.0	18.0	62.0	37.0	16.0	12.0	24.0
YHL022C	10.0	7.0	9.0	5.0	14.0	8.0	6.0	2.0	8.0
YHL023C	38.0	39.0	59.0	31.0	88.0	52.0	27.0	13.0	17.0
YHL016C	51.0	38.0	55.0	25.0	70.0	56.0	23.0	24.0	25.0
YHL017W	17.0	16.0	21.0	5.0	30.0	20.0	14.0	7.0	10.0
YHL018W	1.0	1.0	3.0	NaN	17.0	7.0	2.0	NaN	NaN
YHL019C	16.0	16.0	13.0	4.0	42.0	20.0	10.0	10.0	10.0
YHL015W-A	4.0	1.0	4.0	NaN	6.0	8.0	1.0	NaN	1.0
YPL220W	14.0	6.0	6.0	2.0	7.0	4.0	3.0	2.0	5.0
YOR206W	8.0	8.0	14.0	5.0	18.0	10.0	1.0	5.0	5.0
YPL017C	46.0	18.0	42.0	13.0	67.0	59.0	24.0	20.0	15.0
YDR022C	4.0	5.0	9.0	2.0	17.0	10.0	3.0	2.0	6.0
YAL019W	24.0	15.0	28.0	11.0	21.0	26.0	11.0	5.0	7.0
YLR410W-B	3.0	NaN	4.0	2.0	6.0	3.0	2.0	NaN	NaN
YGL212W	2.0	3.0	11.0	4.0	9.0	4.0	2.0	1.0	1.0
YGL211W	4.0	2.0	14.0	4.0	5.0	6.0	2.0	1.0	5.0
YGL210W	3.0	10.0	26.0	3.0	24.0	11.0	6.0	5.0	14.0
YGL209W	10.0	9.0	15.0	1.0	26.0	10.0	10.0	6.0	2.0
YGL219C	12.0	6.0	18.0	5.0	14.0	15.0	2.0	5.0	10.0
YGL216W	31.0	21.0	68.0	15.0	61.0	40.0	11.0	20.0	22.0
YGL215W	1.0	5.0	18.0	4.0	25.0	15.0	2.0	5.0	3.0
YGL213C	7.0	2.0	11.0	3.0	14.0	8.0	1.0	2.0	3.0
YGR188C	13.0	5.0	18.0	8.0	13.0	15.0	2.0	2.0	3.0
YGR187C	1.0	NaN	5.0	NaN	3.0	1.0	NaN	1.0	1.0
YGR191W	9.0	7.0	15.0	8.0	31.0	20.0	7.0	5.0	11.0
YGR189C	10.0	5.0	26.0	8.0	33.0	14.0	8.0	2.0	15.0
YGL208W	21.0	18.0	52.0	16.0	51.0	32.0	15.0	10.0	15.0
YGR183C	3.0	1.0	10.0	NaN	9.0	2.0	NaN	NaN	1.0
YGR186W	8.0	6.0	4.0	4.0	9.0	5.0	NaN	3.0	4.0
YGR185C	5.0	6.0	8.0	5.0	7.0	5.0	NaN	1.0	3.0
YCR021C	31.0	25.0	19.0	16.0	35.0	26.0	14.0	7.0	16.0
YLR077W	20.0	11.0	52.0	13.0	68.0	34.0	12.0	12.0	13.0
YLR073C	11.0	13.0	19.0	4.0	22.0	18.0	7.0	6.0	12.0
YLR074C	5.0	2.0	11.0	NaN	14.0	10.0	1.0	3.0	1.0
YLR071C	8.0	5.0	10.0	7.0	17.0	12.0	3.0	13.0	5.0
YHR078W	11.0	11.0	11.0	8.0	24.0	5.0	12.0	10.0	12.0
YGR031W	59.0	52.0	112.0	34.0	101.0	91.0	37.0	37.0	36.0
YGR030C	1.0	1.0	2.0	2.0	4.0	1.0	1.0	2.0	NaN
YGR029W	2.0	3.0	4.0	2.0	5.0	3.0	1.0	1.0	1.0
YGR028W	14.0	10.0	18.0	8.0	25.0	15.0	5.0	5.0	5.0
YMR192W	11.0	13.0	22.0	6.0	32.0	13.0	13.0	4.0	10.0
YLR410W	43.0	28.0	83.0	20.0	122.0	59.0	22.0	18.0	22.0
YGR027C	1.0	NaN	5.0	NaN	2.0	4.0	NaN	NaN	2.0
YGR026W	5.0	4.0	20.0	3.0	24.0	10.0	1.0	5.0	7.0
YLR078C	4.0	2.0	3.0	4.0	3.0	4.0	NaN	1.0	3.0
YGR023W	12.0	9.0	25.0	8.0	26.0	25.0	17.0	6.0	13.0
YDR381C-A	3.0	1.0	1.0	NaN	1.0	NaN	1.0	1.0	3.0
YLL048C	42.0	26.0	70.0	27.0	93.0	68.0	26.0	33.0	32.0
YDR380W	17.0	14.0	31.0	8.0	47.0	22.0	14.0	6.0	13.0
YDR381W	2.0	4.0	7.0	2.0	6.0	3.0	1.0	1.0	2.0
YDR385W	1.0	NaN	12.0	1.0	4.0	9.0	2.0	2.0	3.0
YDR386W	20.0	11.0	26.0	11.0	27.0	16.0	11.0	9.0	17.0
YDR383C	9.0	4.0	24.0	1.0	22.0	20.0	8.0	5.0	2.0
YDR384C	24.0	18.0	42.0	15.0	50.0	30.0	16.0	8.0	12.0
YOR264W	14.0	6.0	22.0	4.0	26.0	20.0	8.0	7.0	12.0
YOR208W	13.0	8.0	7.0	7.0	25.0	12.0	8.0	3.0	12.0
YDR387C	19.0	13.0	33.0	8.0	36.0	16.0	5.0	7.0	11.0
YDR388W	1.0	5.0	6.0	NaN	9.0	5.0	2.0	2.0	7.0
YNL146W	23.0	14.0	25.0	5.0	27.0	24.0	8.0	5.0	9.0
YHR084W	20.0	13.0	30.0	9.0	17.0	27.0	10.0	11.0	21.0
YPR051W	10.0	7.0	33.0	4.0	38.0	23.0	4.0	4.0	8.0
YCR081W	35.0	36.0	34.0	28.0	60.0	30.0	10.0	18.0	21.0
YLL046C	5.0	2.0	12.0	4.0	12.0	9.0	9.0	1.0	5.0
YNL084C	3.0	2.0	6.0	3.0	5.0	5.0	NaN	NaN	3.0
YAL034W-A	12.0	9.0	7.0	8.0	13.0	9.0	4.0	2.0	10.0
YNL082W	10.0	11.0	17.0	5.0	30.0	16.0	4.0	4.0	2.0
YNL081C	1.0	NaN	4.0	NaN	1.0	4.0	NaN	NaN	NaN
YNL080C	5.0	5.0	10.0	3.0	11.0	9.0	8.0	3.0	2.0
YNL079C	14.0	12.0	13.0	8.0	13.0	14.0	4.0	10.0	8.0
YNL078W	18.0	14.0	31.0	6.0	34.0	25.0	10.0	3.0	12.0
YAL035W	11.0	7.0	6.0	8.0	4.0	4.0	4.0	3.0	5.0
YNL076W	10.0	10.0	15.0	15.0	20.0	12.0	7.0	9.0	5.0
YNL075W	5.0	3.0	NaN	2.0	2.0	1.0	NaN	1.0	2.0
YAL033W	2.0	NaN	1.0	NaN	NaN	NaN	NaN	1.0	NaN
YCR075W-A	2.0	NaN	2.0	1.0	1.0	1.0	NaN	1.0	NaN
YIL136W	10.0	12.0	14.0	7.0	25.0	9.0	13.0	1.0	5.0
YHR083W	4.0	9.0	4.0	6.0	7.0	6.0	1.0	2.0	1.0
YIL138C	5.0	6.0	10.0	3.0	8.0	9.0	2.0	4.0	2.0
YIL139C	12.0	15.0	19.0	13.0	15.0	7.0	12.0	7.0	8.0
YIL133C	1.0	NaN	8.0	NaN	5.0	4.0	3.0	NaN	1.0
YIL134W	5.0	3.0	7.0	3.0	10.0	12.0	3.0	1.0	1.0
YIL134C-A	4.0	8.0	14.0	1.0	18.0	8.0	11.0	3.0	2.0
YIL135C	16.0	16.0	26.0	20.0	38.0	20.0	11.0	7.0	21.0
YOR105W	1.0	1.0	3.0	1.0	6.0	2.0	3.0	2.0	1.0
YGL089C	2.0	4.0	10.0	1.0	10.0	4.0	NaN	2.0	2.0
YIL131C	26.0	27.0	47.0	23.0	45.0	43.0	20.0	13.0	23.0
YIL132C	19.0	17.0	28.0	14.0	36.0	23.0	20.0	10.0	11.0
YOR109W	22.0	22.0	38.0	11.0	56.0	24.0	11.0	10.0	18.0
YOR108W	32.0	22.0	53.0	12.0	59.0	27.0	11.0	12.0	12.0
YJL165C	27.0	31.0	47.0	10.0	76.0	28.0	19.0	7.0	16.0
YGL087C	15.0	10.0	19.0	9.0	24.0	14.0	13.0	6.0	13.0
YDR124W	8.0	7.0	13.0	7.0	24.0	10.0	8.0	3.0	4.0
YDR125C	5.0	2.0	21.0	3.0	19.0	4.0	4.0	3.0	5.0
YDR122W	27.0	11.0	34.0	4.0	46.0	18.0	6.0	4.0	9.0
YDR123C	7.0	4.0	13.0	3.0	30.0	13.0	4.0	1.0	7.0
YDR120C	8.0	2.0	10.0	2.0	12.0	7.0	4.0	2.0	9.0
YAL036C	17.0	12.0	29.0	10.0	25.0	15.0	10.0	10.0	15.0
YDR119W	34.0	9.0	47.0	16.0	56.0	29.0	15.0	8.0	12.0
YDR119W-A	7.0	8.0	16.0	3.0	12.0	12.0	5.0	5.0	5.0
YMR118C	9.0	7.0	11.0	5.0	15.0	8.0	2.0	2.0	4.0
YMR119W	11.0	12.0	29.0	6.0	36.0	19.0	11.0	7.0	7.0
YMR120C	14.0	20.0	44.0	7.0	30.0	28.0	16.0	4.0	8.0
YAL037W	13.0	12.0	15.0	4.0	22.0	11.0	13.0	6.0	16.0
YMR122W-A	2.0	1.0	10.0	4.0	11.0	13.0	3.0	2.0	2.0
YHR132W-A	4.0	9.0	11.0	2.0	10.0	6.0	4.0	4.0	5.0
YDR126W	9.0	5.0	6.0	4.0	12.0	19.0	2.0	15.0	3.0
YDR127W	10.0	10.0	16.0	5.0	21.0	46.0	7.0	9.0	3.0
YDR507C	31.0	33.0	44.0	17.0	54.0	47.0	6.0	24.0	14.0
YGL093W	10.0	13.0	9.0	10.0	19.0	11.0	1.0	7.0	4.0
YDR505C	14.0	9.0	18.0	7.0	36.0	10.0	10.0	7.0	7.0
YDR506C	38.0	30.0	40.0	16.0	71.0	36.0	31.0	7.0	24.0
YDR503C	5.0	10.0	18.0	10.0	27.0	16.0	6.0	5.0	12.0
YDR504C	2.0	NaN	2.0	2.0	2.0	2.0	1.0	1.0	1.0
YDR501W	10.0	4.0	17.0	NaN	24.0	4.0	8.0	2.0	12.0
YDR356W	6.0	5.0	12.0	6.0	15.0	11.0	1.0	7.0	3.0
YJL198W	22.0	12.0	54.0	14.0	67.0	31.0	13.0	13.0	17.0
YHR134W	11.0	7.0	19.0	8.0	18.0	6.0	5.0	5.0	2.0
YJL196C	17.0	6.0	25.0	3.0	32.0	14.0	12.0	5.0	9.0
YJL197W	37.0	32.0	61.0	22.0	82.0	52.0	27.0	18.0	29.0
YJL193W	7.0	5.0	11.0	1.0	11.0	5.0	5.0	3.0	4.0
YGR068C	63.0	57.0	125.0	38.0	147.0	102.0	61.0	38.0	41.0
YDR510W	1.0	1.0	1.0	2.0	7.0	3.0	NaN	3.0	NaN
YDR511W	6.0	1.0	10.0	NaN	13.0	12.0	NaN	1.0	3.0
YOR128C	7.0	7.0	5.0	2.0	6.0	5.0	2.0	1.0	NaN
YDL091C	8.0	6.0	12.0	4.0	16.0	11.0	4.0	4.0	3.0
YOR267C	30.0	21.0	75.0	10.0	85.0	49.0	29.0	22.0	16.0
YGR070W	45.0	23.0	63.0	24.0	79.0	46.0	16.0	24.0	11.0
YHR136C	47.0	29.0	29.0	21.0	91.0	43.0	38.0	15.0	12.0
YDL079C	27.0	13.0	61.0	8.0	64.0	49.0	14.0	14.0	20.0
YGR061C	18.0	14.0	15.0	5.0	18.0	12.0	3.0	11.0	7.0
YHR135C	37.0	30.0	59.0	23.0	62.0	45.0	18.0	14.0	17.0
YHR081W	2.0	2.0	6.0	NaN	2.0	2.0	2.0	1.0	1.0
YGR062C	2.0	NaN	20.0	1.0	8.0	10.0	1.0	4.0	1.0
YEL025C	37.0	30.0	55.0	17.0	65.0	46.0	26.0	21.0	25.0
YEL024W	2.0	NaN	15.0	3.0	9.0	12.0	NaN	3.0	1.0
YEL023C	18.0	15.0	27.0	8.0	43.0	26.0	9.0	11.0	11.0
YEL022W	39.0	33.0	48.0	28.0	53.0	39.0	14.0	17.0	23.0
YEL021W	43.0	40.0	43.0	60.0	100.0	153.0	6.0	81.0	16.0
YEL020W-A	1.0	NaN	NaN	1.0	2.0	NaN	NaN	2.0	NaN
YEL020C	19.0	23.0	34.0	12.0	43.0	18.0	5.0	10.0	15.0
YEL019C	7.0	6.0	3.0	4.0	3.0	3.0	1.0	1.0	1.0
YEL018W	2.0	7.0	14.0	2.0	10.0	19.0	3.0	7.0	6.0
YEL017C-A	4.0	1.0	5.0	1.0	4.0	4.0	2.0	NaN	1.0
YPR035W	5.0	6.0	12.0	4.0	14.0	11.0	1.0	6.0	4.0
YGR065C	7.0	7.0	8.0	1.0	11.0	10.0	8.0	3.0	10.0
YNL214W	6.0	3.0	7.0	2.0	9.0	4.0	2.0	NaN	3.0
YLL042C	8.0	4.0	10.0	2.0	14.0	10.0	2.0	2.0	8.0
YPR031W	21.0	15.0	38.0	12.0	49.0	31.0	13.0	13.0	16.0
YNR070W	38.0	24.0	51.0	17.0	61.0	35.0	28.0	14.0	37.0
YER152C	29.0	25.0	52.0	15.0	58.0	35.0	22.0	12.0	27.0
YER153C	17.0	4.0	60.0	2.0	22.0	33.0	4.0	18.0	3.0
YDR240C	2.0	NaN	2.0	2.0	7.0	2.0	NaN	NaN	NaN
YDR242W	25.0	13.0	42.0	11.0	65.0	33.0	14.0	13.0	12.0
YMR302C	18.0	14.0	33.0	7.0	42.0	19.0	11.0	4.0	20.0
YMR303C	9.0	4.0	15.0	5.0	9.0	13.0	8.0	1.0	5.0
YLR437C	11.0	10.0	38.0	5.0	32.0	16.0	14.0	4.0	8.0
YDR234W	34.0	36.0	75.0	20.0	79.0	52.0	34.0	24.0	41.0
YDR235W	1.0	2.0	2.0	NaN	2.0	1.0	NaN	NaN	2.0
YER146W	3.0	NaN	3.0	NaN	4.0	2.0	NaN	NaN	NaN
YDR233C	16.0	6.0	31.0	4.0	26.0	16.0	12.0	6.0	8.0
YER148W	6.0	3.0	3.0	6.0	8.0	5.0	NaN	4.0	NaN
YDR239C	16.0	10.0	35.0	3.0	42.0	19.0	10.0	3.0	3.0
YDR236C	1.0	2.0	2.0	NaN	3.0	1.0	NaN	1.0	1.0
YER151C	17.0	11.0	13.0	11.0	20.0	18.0	4.0	9.0	7.0
YMR189W	27.0	25.0	57.0	12.0	63.0	41.0	6.0	11.0	16.0
YER005W	61.0	59.0	57.0	26.0	84.0	53.0	29.0	22.0	17.0
YER006W	10.0	11.0	17.0	12.0	16.0	11.0	4.0	10.0	4.0
YMR034C	14.0	8.0	15.0	4.0	26.0	16.0	9.0	1.0	10.0
YJL046W	5.0	3.0	18.0	3.0	13.0	8.0	NaN	2.0	NaN
YLR447C	10.0	10.0	6.0	6.0	11.0	6.0	NaN	4.0	4.0
YEL002C	6.0	5.0	5.0	6.0	7.0	7.0	1.0	1.0	3.0
YEL001C	37.0	25.0	37.0	20.0	50.0	31.0	17.0	12.0	16.0
YEL004W	17.0	28.0	27.0	16.0	48.0	30.0	10.0	8.0	27.0
YJL045W	23.0	19.0	48.0	8.0	59.0	26.0	8.0	12.0	19.0
YER003C	8.0	7.0	4.0	2.0	6.0	6.0	2.0	2.0	2.0
YER004W	16.0	19.0	26.0	14.0	34.0	32.0	12.0	11.0	18.0
YER001W	86.0	87.0	74.0	34.0	98.0	83.0	33.0	35.0	54.0
YMR030W	12.0	14.0	21.0	6.0	22.0	19.0	9.0	2.0	6.0
YKR001C	3.0	3.0	97.0	63.0	7.0	5.0	58.0	4.0	8.0
YMR247C	32.0	21.0	76.0	20.0	62.0	44.0	19.0	18.0	18.0
YKL001C	21.0	26.0	38.0	14.0	33.0	28.0	29.0	16.0	18.0
YML083C	16.0	11.0	36.0	12.0	47.0	30.0	19.0	6.0	15.0
YLR072W	9.0	6.0	17.0	5.0	26.0	13.0	5.0	2.0	7.0
YKR003W	59.0	50.0	103.0	55.0	85.0	55.0	62.0	44.0	29.0
YNL309W	11.0	11.0	26.0	9.0	30.0	18.0	13.0	6.0	8.0
YER007W	13.0	17.0	15.0	9.0	9.0	19.0	14.0	9.0	9.0
YJR107W	10.0	11.0	16.0	9.0	22.0	13.0	7.0	7.0	10.0
YML115C	12.0	9.0	10.0	6.0	10.0	22.0	8.0	6.0	1.0
YER007C-A	2.0	2.0	4.0	2.0	11.0	8.0	4.0	4.0	1.0
YML117W	42.0	32.0	71.0	20.0	102.0	37.0	21.0	15.0	22.0
YKR005C	40.0	57.0	71.0	42.0	51.0	52.0	25.0	22.0	26.0
YML119W	6.0	5.0	22.0	5.0	29.0	19.0	7.0	8.0	13.0
YML118W	15.0	14.0	34.0	13.0	64.0	19.0	10.0	10.0	14.0
YML121W	3.0	4.0	4.0	1.0	1.0	3.0	2.0	NaN	1.0
YER008C	14.0	14.0	12.0	3.0	17.0	21.0	8.0	8.0	NaN
YML124C	8.0	4.0	29.0	8.0	28.0	17.0	11.0	8.0	9.0
YKR004C	5.0	2.0	61.0	22.0	6.0	9.0	27.0	19.0	4.0
YNR034W-A	10.0	3.0	10.0	1.0	10.0	10.0	1.0	2.0	3.0
YLR442C	12.0	9.0	32.0	10.0	47.0	29.0	14.0	12.0	17.0
YNR035C	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.0
YER010C	15.0	13.0	25.0	3.0	36.0	22.0	12.0	6.0	12.0
YKR006C	3.0	6.0	22.0	15.0	5.0	11.0	11.0	9.0	1.0
YNR033W	35.0	37.0	49.0	16.0	62.0	36.0	18.0	11.0	17.0
YMR252C	9.0	6.0	27.0	7.0	33.0	25.0	18.0	3.0	9.0
YOL061W	18.0	12.0	55.0	11.0	53.0	40.0	21.0	11.0	9.0
YOL060C	35.0	30.0	57.0	17.0	78.0	40.0	13.0	18.0	21.0
YOL059W	27.0	19.0	68.0	21.0	82.0	62.0	22.0	22.0	24.0
YNR034W	7.0	11.0	8.0	1.0	12.0	10.0	9.0	6.0	3.0
YFL037W	16.0	17.0	15.0	13.0	23.0	18.0	8.0	10.0	10.0
YER012W	1.0	1.0	4.0	NaN	NaN	1.0	1.0	1.0	NaN
YNR072W	19.0	19.0	22.0	11.0	33.0	27.0	10.0	7.0	13.0
YLR260W	25.0	15.0	36.0	16.0	63.0	40.0	7.0	16.0	10.0
YFL041W	27.0	13.0	27.0	14.0	48.0	28.0	11.0	7.0	20.0
YFL040W	15.0	18.0	25.0	11.0	38.0	18.0	13.0	5.0	11.0
YFL039C	7.0	7.0	5.0	9.0	9.0	4.0	2.0	3.0	6.0
YER013W	16.0	19.0	14.0	9.0	25.0	16.0	6.0	8.0	7.0
YFL045C	1.0	NaN	NaN	NaN	1.0	NaN	NaN	NaN	NaN
YFL044C	22.0	9.0	18.0	17.0	23.0	17.0	4.0	12.0	14.0
YFL042C	33.0	32.0	48.0	27.0	55.0	38.0	18.0	15.0	12.0
YFL041W-A	3.0	2.0	4.0	1.0	6.0	4.0	3.0	NaN	5.0
YCR024C-B	10.0	9.0	25.0	4.0	26.0	20.0	2.0	7.0	1.0
YLL035W	10.0	4.0	6.0	3.0	8.0	3.0	NaN	3.0	3.0
YNR030W	6.0	7.0	19.0	7.0	32.0	13.0	14.0	5.0	8.0
YCR060W	12.0	11.0	18.0	5.0	19.0	12.0	6.0	6.0	8.0
YLR256W	65.0	50.0	347.0	24.0	241.0	166.0	45.0	43.0	40.0
YNR031C	68.0	53.0	63.0	33.0	97.0	58.0	20.0	20.0	32.0
YOR344C	12.0	8.0	15.0	7.0	39.0	13.0	13.0	7.0	4.0
YNL030W	7.0	5.0	12.0	4.0	12.0	8.0	2.0	3.0	1.0
YLR253W	17.0	6.0	36.0	5.0	44.0	20.0	4.0	6.0	12.0
YLR254C	13.0	8.0	19.0	5.0	18.0	14.0	10.0	9.0	14.0
YOR047C	5.0	6.0	7.0	2.0	9.0	2.0	1.0	3.0	2.0
YDL227C	32.0	22.0	52.0	18.0	66.0	28.0	24.0	12.0	20.0
YLL049W	1.0	1.0	18.0	4.0	4.0	12.0	NaN	2.0	2.0
YML078W	7.0	5.0	12.0	7.0	21.0	8.0	5.0	3.0	7.0
YJL138C	5.0	5.0	8.0	1.0	6.0	10.0	9.0	1.0	3.0
YLR451W	16.0	6.0	23.0	4.0	28.0	17.0	8.0	11.0	7.0
YNR057C	49.0	33.0	62.0	17.0	61.0	45.0	30.0	23.0	27.0
YNR058W	28.0	21.0	34.0	14.0	53.0	29.0	25.0	8.0	19.0
YDR014W	4.0	5.0	8.0	2.0	17.0	4.0	6.0	2.0	7.0
YNR049C	14.0	11.0	9.0	4.0	23.0	17.0	3.0	5.0	7.0
YNR050C	16.0	11.0	27.0	14.0	36.0	21.0	4.0	12.0	12.0
YNR051C	4.0	6.0	1.0	2.0	20.0	1.0	NaN	1.0	4.0
YNR052C	12.0	7.0	9.0	3.0	18.0	5.0	7.0	3.0	5.0
YNR053C	3.0	3.0	5.0	2.0	5.0	4.0	NaN	3.0	1.0
YNR054C	10.0	7.0	12.0	7.0	8.0	12.0	4.0	3.0	4.0
YNR055C	44.0	22.0	39.0	16.0	66.0	40.0	31.0	14.0	19.0
YNR056C	29.0	13.0	18.0	8.0	40.0	26.0	9.0	7.0	13.0
YOR187W	4.0	6.0	41.0	2.0	18.0	27.0	2.0	8.0	8.0
YDR085C	13.0	7.0	19.0	1.0	29.0	19.0	9.0	7.0	5.0
YLL050C	1.0	3.0	5.0	1.0	2.0	3.0	1.0	8.0	3.0
YPL153C	19.0	17.0	32.0	4.0	25.0	22.0	5.0	7.0	14.0
YJL139C	13.0	11.0	31.0	6.0	22.0	16.0	5.0	6.0	6.0
YLR450W	41.0	22.0	101.0	24.0	91.0	55.0	21.0	31.0	22.0
YOR038C	11.0	18.0	41.0	15.0	38.0	30.0	5.0	21.0	12.0
YOR188W	34.0	27.0	48.0	15.0	54.0	31.0	21.0	14.0	17.0
YAL034C	25.0	23.0	27.0	10.0	34.0	23.0	19.0	5.0	17.0
YPL061W	22.0	24.0	53.0	12.0	54.0	40.0	13.0	6.0	9.0
YDR034W-B	3.0	NaN	2.0	NaN	1.0	2.0	NaN	1.0	NaN
YPL154C	12.0	8.0	20.0	3.0	23.0	18.0	6.0	1.0	6.0
YDL085C-A	2.0	2.0	6.0	3.0	6.0	2.0	1.0	2.0	NaN
YLR453C	13.0	9.0	25.0	7.0	28.0	15.0	9.0	7.0	10.0
