	1657_1	1657_2	1728	1734	1736	1740	1744	1747	1751
YIL129C	527.9015270517343	766.1979025332419	339.3942895105501	848.9333913800609	387.2671635537159	373.3066124389693	204.0566461249643	557.9932533543004	460.53767773876
YLR098C	90.12952900883269	79.81228151387937	93.87501624759896	130.605137135394	120.6241984839443	127.71015688701581	61.216993837489284	177.54330788545923	115.13441943469
YOR320C	141.63211701387996	127.69965042220699	158.86541211132135	65.302568567697	165.06469266223957	157.18173155325024	204.0566461249643	101.45331879169098	134.32348934047167
YOR014W	128.75647001261814	207.51193193608634	137.2019468234139	217.67522855898997	152.36740861129806	196.4771644415628	40.81132922499286	101.45331879169098	134.32348934047167
YLR099C	193.1347050189272	175.5870193305346	180.52887739922878	174.140182847192	241.2483969678886	186.65330621948465	122.43398767497857	228.2699672813047	191.89069905781668
YPL070W	193.1347050189272	159.62456302775874	158.86541211132135	174.140182847192	215.85382886600559	196.4771644415628	81.62265844998572	202.90663758338195	230.26883886938
YOR012W	12.875647001261813	15.962456302775873	57.76924076775321	87.070091423596	50.78913620376602	49.1192911103907	81.62265844998572	25.363329697922744	76.75627962312667
YOL032W	115.88082301135633	111.73719411943111	79.43270605566067	152.37265999129298	101.57827240753204	98.2385822207814	40.81132922499286	50.72665939584549	76.75627962312667
YDL052C	167.38341101640358	127.69965042220699	202.19234268713623	130.605137135394	247.59703899335935	225.9487391077972	163.24531689997144	126.81664848961373	230.26883886938
YMR001C-A	128.75647001261814	175.5870193305346	36.10577547984576	43.535045711798	57.13777822923677	98.2385822207814	40.81132922499286	101.45331879169098	19.18906990578167
YCL057W	437.77199804290166	670.4231647165866	324.9519793186118	348.280365694384	393.61580557918666	412.60204532728187	346.8962984124393	355.08661577091846	498.91581755032337
YPR108W	141.63211701387996	127.69965042220699	14.442310191938303	65.302568567697	88.88098835659054	108.06244044285954	20.40566461249643	76.08998909376824	115.13441943469
YMR001C	90.12952900883269	47.887368908327616	72.21155095969152	108.83761427949499	88.88098835659054	127.71015688701581	NaN	126.81664848961373	76.75627962312667
YCL057C-A	77.25388200757088	47.887368908327616	72.21155095969152	65.302568567697	107.92691443300279	108.06244044285954	20.40566461249643	101.45331879169098	38.37813981156334
YCL058W-A	77.25388200757088	63.84982521110349	50.54808567178406	108.83761427949499	57.13777822923677	68.76700755454698	40.81132922499286	76.08998909376824	57.567209717345
YKL090W	257.5129400252363	415.0238638721727	411.6058404702416	348.280365694384	304.7348172225961	284.89188844026603	448.9246214749214	304.35995637507295	345.40325830407
YKL091C	141.63211701387996	143.66210672498286	223.8558079750437	130.605137135394	152.36740861129806	98.2385822207814	183.65098151246787	152.17997818753648	211.07976896359833
YKL088W	103.0051760100945	95.77473781665523	245.51927326295115	108.83761427949499	82.53234633111978	78.59086577662512	122.43398767497857	50.72665939584549	95.94534952890834
YKL089W	25.751294002523625	NaN	101.09617134356812	NaN	6.3486420254707525	NaN	NaN	NaN	NaN
YKL086W	579.4041150567816	510.79860168882794	693.2308892130385	478.885502829778	450.7535838084234	569.7837768805321	816.2265844998572	557.9932533543004	479.72674764454166
YKL087C	141.63211701387996	191.54947563331046	433.2693057581491	65.302568567697	146.0187665858273	255.42031377403163	102.02832306248214	177.54330788545923	38.37813981156334
