Gene	Tn_abun_1657	Tn_abun_1728	Tn_abun_1734	Tn_abun_1736	Tn_abun_1740	Tn_abun_1744	Tn_abun_1747	Tn_abun_1751	DGY1657	DGY1728	DGY1734	DGY1747	DGY1751	DGY1736	DGY1744	DGY1740	standardized_residuals_DGY1728	standardized_residuals_DGY1734	standardized_residuals_DGY1736	standardized_residuals_DGY1740	standardized_residuals_DGY1744	standardized_residuals_DGY1747	standardized_residuals_DGY1751
YOR201C	31.9249126055517	166.08656720729	43.535045711798	63.4864202547075	68.767007554547	20.4056646124964	25.3633296979227	38.3781398115633	1	1	1	1	1	1	1	1	0.744954694123851	0.065990401605504	-0.0449765962769582	0.099016563117936	0.0085868370395066	-0.0570916028341486	0.0277694108209441
YOR202W	255.399300844414	288.846203838766	108.837614279495	234.899754942418	196.477164441563	387.707627637432	177.543307885459	172.701629152035	1	1	1	1	1	1	1	1	0.493731838224419	-1.06638086618828	0.0913855207008794	-0.209991820529069	1.03890777171302	-0.421630283972614	-0.552413527135609
YOR204W	191.54947563331	129.980791727445	217.67522855899	126.972840509415	78.5908657766251	61.2169938374893	228.269967281305	115.13441943469	1	1	1	1	1	1	1	1	-0.349819701431844	0.389620921860072	-0.470244355080352	-0.734807762678793	-0.737273091199506	0.465802677834238	-0.57422625810152
YOR205C	279.342985298578	397.163530278303	217.67522855899	196.807902789593	353.658895994813	102.028323062482	456.539934562609	134.323489340472	1	1	1	1	1	1	1	1	1.17046809199564	-0.283113866766113	-0.394561505682114	0.837752151964976	-1.02465977985134	1.72344906045518	-1.13041200422522
YOR206W	127.699650422207	101.096171343568	108.837614279495	114.275556458474	98.2385822207814	20.4056646124964	126.816648489614	95.9453495289083	1	1	1	1	1	1	1	1	-0.232305428550466	-0.0878646660815723	-0.187564994851551	-0.223700370112612	-0.602723941400569	0.0879434376780675	-0.220889099254731
YOR207C	183.568247481923	144.423101919383	174.140182847192	139.670124560357	117.886298664938	61.2169938374893	202.906637583382	95.9453495289083	1	1	1	1	1	1	1	1	-0.201647521203011	0.0640806878911494	-0.308262282678094	-0.393438700550606	-0.686333375958253	0.313129259212916	-0.694189218414798
YOR208W	167.605791179147	50.5480856717841	152.372659991293	158.716050636769	117.886298664938	163.245316899971	76.0899890937682	230.26883886938	1	1	1	1	1	1	1	1	-0.812989296034139	-0.0069530557916132	-0.0405841123375202	-0.302659211513806	0.0979622942383641	-0.624872522812221	0.754082467197074
YOR211C	287.324213449966	151.644257015352	478.885502829778	222.202470891476	275.068030218188	81.6226584499857	228.269967281305	191.890699057817	1	1	1	1	1	1	1	1	-0.686279371954776	1.97591679161631	-0.218819084080573	0.200404260070732	-1.21208505409232	-0.232701721523799	-0.635299720038978
YOR212W	319.249126055517	245.519273262951	217.67522855899	222.202470891476	353.658895994813	387.707627637432	481.903264260532	326.214188398288	1	1	1	1	1	1	1	1	-0.157717884943278	-0.588909367169943	-0.416453262649635	0.610807878843033	0.631390473401574	1.64330876584552	0.407279801714197
YOR213C	103.755965968043	93.875016247599	65.302568567697	165.06469266224	39.2954328883126	163.245316899971	25.3633296979227	134.323489340472	1	1	1	1	1	1	1	1	-0.161539389278993	-0.291099289931122	0.4109804112195	-0.53151439731261	0.505511910177472	-0.580987971511907	0.357129044009845
YOR214C	47.8873689083276	36.1057754798458	65.302568567697	50.789136203766	39.2954328883126	102.028323062482	25.3633296979227	115.13441943469	1	1	1	1	1	1	1	1	-0.2989974507372	0.137029160722491	-0.256384733949946	-0.213778206531469	0.452672548238099	-0.173518363587925	0.642899150016464
YOR215C	111.737194119431	43.3269305758149	43.535045711798	44.4404941782953	98.2385822207814	40.8113292249929	50.7266593958455	134.323489340472	1	1	1	1	1	1	1	1	-0.576691208028831	-0.545613698218006	-0.707934752029551	-0.132918418023279	-0.364356702477936	-0.428305245771483	0.289509758696922
YOR216C	295.305441601354	194.971187591167	195.907705703091	279.340249120713	186.653306219485	142.839652287475	278.99662667715	134.323489340472	1	1	1	1	1	1	1	1	-0.407308623836935	-0.598780253404469	0.23836279348595	-0.51094111326396	-0.853581339926585	0.130855455465807	-1.26564660806412
YOR217W	167.605791179147	137.201946823414	152.372659991293	146.018766585827	108.06244044286	40.8113292249929	126.816648489614	211.079768963598	1	1	1	1	1	1	1	1	-0.172268271288413	-0.0069530557916132	-0.1531602242331	-0.376654620768529	-0.720937104115701	-0.20310385271627	0.566504683218027
YOR219C	375.117723115233	397.163530278303	348.280365694384	393.615805579187	481.369052881829	346.896298412439	304.359956375073	614.050236985013	1	1	1	1	1	1	1	1	0.673859500902444	0.143092943479973	0.757496927739586	1.25505384621101	0.0018311744642626	-0.2403590506914	2.74773158179351
YOR220W	79.8122815138794	36.1057754798458	43.535045711798	50.789136203766	19.6477164441563	81.6226584499857	76.0899890937682	76.7562796231267	1	1	1	1	1	1	1	1	-0.464544925494285	-0.300980977881473	-0.454018898950978	-0.543343178695398	0.112392277055602	0.015428678835023	-0.0027703708799526
YOR222W	630.517023959647	563.250097485594	587.723117109273	501.542720012189	461.721336437673	693.792596824879	355.086615770918	614.050236985013	1	1	1	1	1	1	1	1	0.577725583873166	0.313000156253721	0.133368853676123	-0.34561651701677	0.692180273584296	-1.68191513744995	0.584166619147637
YOR223W	143.662106724983	144.423101919383	195.907705703091	133.321482534886	88.4147239987033	142.839652287475	253.633296979227	211.079768963598	1	1	1	1	1	1	1	1	0.0052857886347636	0.563228331541211	-0.117514123465821	-0.388477122753239	0.114304887909457	1.02595578553289	0.769358867635807
YOR224C	87.7935096652673	57.7692407677532	43.535045711798	57.1377782292368	68.767007554547	40.8113292249929	50.7266593958455	57.567209717345	1	1	1	1	1	1	1	1	-0.345743113293484	-0.362140062115587	-0.447135433673885	-0.218738545486349	-0.211531314087676	-0.253677224782211	-0.257975258888273
YOR226C	151.643334876371	144.423101919383	65.302568567697	139.670124560357	157.18173155325	244.867975349957	50.7266593958455	95.9453495289083	1	1	1	1	1	1	1	1	-0.0361013645158476	-0.658042898317477	-0.110633388122424	0.0841045252924555	0.745783208604455	-0.719343314678461	-0.423733962959882
YOR227W	510.798601688828	346.615444606519	457.117979973879	438.056299757482	402.778187105204	428.518956862425	278.99662667715	383.781398115633	1	1	1	1	1	1	1	1	-0.403565502135081	0.0701634073553475	0.311609646455652	-0.108614836591816	-0.318298527249867	-1.44104488794145	-0.652873502706065
YOR228C	255.399300844414	158.865412111321	152.372659991293	196.807902789593	98.2385822207814	285.67930457495	50.7266593958455	191.890699057817	1	1	1	1	1	1	1	1	-0.467337631651497	-0.679684752086871	-0.246338574503001	-0.949936622287474	0.35650017476639	-1.47603872000047	-0.364838098364266
YOR229W	558.685970597156	621.019338253347	413.582934262081	590.42370836878	510.840627548063	816.226584499857	735.53656123976	479.726747644542	1	1	1	1	1	1	1	1	1.377478309185	-0.683669796745549	1.36636208760331	0.433117299443293	1.96978143418557	2.0063736995703	-0.120591832223567
YOR230W	263.380528995802	382.721220086365	239.442751414889	292.037533171655	294.715746662344	428.518956862425	253.633296979227	345.40325830407	1	1	1	1	1	1	1	1	1.14645217219535	0.0325500681676863	0.548564929355461	0.484563177443604	1.260930943868	0.152806508056375	1.06815164808371
YOR231W	287.324213449966	252.74042835892	304.745319982586	355.523953426362	245.596455551953	285.67930457495	253.633296979227	422.159537927197	1	1	1	1	1	1	1	1	0.0612230493821995	0.429124172379301	0.963221487071896	-0.0215803519279541	0.152737342327591	-0.0218189214342439	1.61561730389812
YOR233W	295.305441601354	296.067358934735	130.605137135394	234.899754942418	334.011179550657	326.490633799943	228.269967281305	268.646978680943	1	1	1	1	1	1	1	1	0.340195396850129	-1.17882872668268	-0.155651573259663	0.5989843215118	0.374761444997919	-0.290911047119544	0.0473911319246879
YOR236W	111.737194119431	36.1057754798458	87.070091423596	107.926914433003	108.06244044286	20.4056646124964	101.453318791691	57.567209717345	1	1	1	1	1	1	1	1	-0.630086157137059	-0.15890164499017	-0.145038059087203	-0.05892088788823	-0.500843847463468	-0.0065244868056465	-0.460822882879451
YOR237W	159.624563027759	72.2115509596915	174.140182847192	146.018766585827	98.2385822207814	142.839652287475	101.453318791691	115.13441943469	1	1	1	1	1	1	1	1	-0.611424079226577	0.247556401647409	-0.103752738653694	-0.405260515912488	0.0124206490445041	-0.355780167432334	-0.303769765207984
YOR238W	167.605791179147	194.971187591167	174.140182847192	69.8350622801783	78.5908657766251	81.6226584499857	228.269967281305	115.13441943469	1	1	1	1	1	1	1	1	0.254879078542071	0.186397428948244	-0.828616895606579	-0.598640848532697	-0.44797063799768	0.640433487475631	-0.371384236677206
YOR239W	287.324213449966	173.30772230326	195.907705703091	139.670124560357	157.18173155325	40.8113292249929	304.359956375073	191.890699057817	1	1	1	1	1	1	1	1	-0.526100281668281	-0.537621214643827	-0.950558485270196	-0.687534187924011	-1.4850495333763	0.399946678744867	-0.635299720038978
YOR242C	239.436844541638	202.192342687136	130.605137135394	126.972840509415	157.18173155325	142.839652287475	50.7266593958455	211.079768963598	1	1	1	1	1	1	1	1	-0.0642084135216103	-0.750717436394005	-0.766684526205982	-0.415189053849384	-0.496988308727883	-1.35962101705479	-0.0420335069139426
YOR244W	31.9249126055517	21.6634652879075	21.767522855899	44.4404941782953	68.767007554547	40.8113292249929	76.0899890937682	19.1890699057817	1	1	1	1	1	1	1	1	-0.323017807199633	-0.127378936541327	-0.213857229891716	0.099016563117936	0.145083378438248	0.36471819349118	-0.159826663674959
YOR245C	119.718422270819	86.6538611516298	21.767522855899	69.8350622801783	88.4147239987033	61.2169938374893	76.0899890937682	134.323489340472	1	1	1	1	1	1	1	1	-0.297708049774886	-0.800125616663009	-0.532182596279014	-0.252306742206356	-0.278811150736677	-0.275624261640878	0.221891277456206
YOR251C	87.7935096652673	115.538481535506	87.070091423596	82.5323463311198	108.06244044286	81.6226584499857	101.453318791691	95.9453495289083	1	1	1	1	1	1	1	1	0.0814238294423978	0.0245786450265882	-0.221972882331302	0.0772566679721854	0.0614476727826094	0.168110791503424	0.117197517153999
YOR252W	63.8498252111035	115.538481535506	87.070091423596	107.926914433003	88.4147239987033	81.6226584499857	50.7266593958455	19.1890699057817	1	1	1	1	1	1	1	1	0.205594256036878	0.208065863768238	0.151422945372643	0.065438950166176	0.214283650385878	-0.0790434277239769	-0.4303011567071
YOR253W	31.9249126055517	93.875016247599	21.767522855899	76.183704305649	58.9431493324688	40.8113292249929	76.0899890937682	153.512559246253	1	1	1	1	1	1	1	1	0.210968443462109	-0.127378936541327	0.067610492799547	0.0250139386469354	0.145083378438248	0.36471819349118	1.15334585779637
YOR254C	143.662106724983	122.759636631476	217.67522855899	126.972840509415	117.886298664938	61.2169938374893	152.179978187536	95.9453495289083	1	1	1	1	1	1	1	1	-0.154896119784491	0.756580810659307	-0.173802760015589	-0.166488605237884	-0.431633675534398	0.182409744392978	-0.356119445241192
YOR255W	111.737194119431	122.759636631476	21.767522855899	126.972840509415	78.5908657766251	122.433987674979	50.7266593958455	134.323489340472	1	1	1	1	1	1	1	1	0.0106532321616812	-0.738969724831925	0.023830948795502	-0.280913478293377	0.18159187746419	-0.428305245771483	0.289509758696922
YOR256C	183.568247481923	144.423101919383	217.67522855899	120.624198483944	176.829447997407	61.2169938374893	101.453318791691	172.701629152035	1	1	1	1	1	1	1	1	-0.201647521203011	0.450779632655909	-0.477125566371092	0.0505314303968759	-0.686333375958253	-0.530403664329422	0.0561179889718593
