DGY1657.1	DGY1657.2	DGY1657.3	DGY1728.1	DGY1728.2	DGY1728.3	DGY1734.1	DGY1734.2	DGY1734.3	DGY1736.1	DGY1736.2	DGY1736.3	DGY1740.1	DGY1740.2	DGY1740.3	DGY1744.1	DGY1744.2	DGY1744.3	DGY1747.1	DGY1747.3	DGY1751.1	DGY1751.2
YAL023C	227.306008502569	112.324936138321	125.795366727846	195.701466621843	167.469789913896	124.784897340927	244.729543533571	206.722664414245	104.202175630482	192.771218690781	195.661511341928	152.377279057963	192.29550030412	210.900969370439	189.095460300135	163.652603457193	153.826379805553	159.444495899548	197.868680991419	187.724386677359	128.927769479359	103.990582562144
YAL024C	5.21941844994182	3.92079554045649	4.04859740089996	3.33215846742741	4.23283676219167	10.7373645310139	9.01926778327066	5.47867794065167	4.35826254637231	8.56809221991022	10.7804907244897	5.16530176599025	13.2011935070576	11.8108368219696	10.4611544234446	5.25684615095077	6.76088222680574	9.68360105696145	5.00946083562771	10.0421048493654	5.4740566490997	3.29123712381691
YAL025C	161.965765567624	104.585383006968	158.513162757687	431.219656260302	242.990149457648	412.802341703697	354.792863745738	495.448564952222	84.6798072903769	365.892372475631	345.879806365043	245.505159275825	256.329757358536	216.732258956093	412.662442049165	126.457849520498	379.490301408197	514.424971551807	411.173623785601	256.847936715504	153.03473634297	76.1189412544871
YAL026C	20.3568209765376	10.7730445273294	13.973919926716	12.6446731223395	7.47093607486141	18.0687278671977	24.5830547931952	13.0103296836822	10.2958637100708	13.9464352603881	22.9938116383368	14.4691363010011	25.3591150843538	26.6646420079385	16.8021363746073	13.7849141657464	17.8993858364547	20.3266866055024	8.96798337121187	20.8165843824039	10.9199487754113	17.0397842044614
YAL027W	41.8641867107603	22.0703498093284	27.1211384837217	24.3510410138715	25.3088976703979	47.5641782142434	57.5377591109463	50.9569009108773	24.806012250139	43.4824018511135	45.7715921632189	51.1417023902822	46.2733118758835	34.8568795462239	44.9137553655931	31.5563639901131	47.8637775458786	45.4928607997709	14.3819417229326	37.4739972420042	30.7005854177805	29.0628241696843
YAL028W	15.8962564032162	12.0814908616978	19.1309903928825	7.53777498302734	18.1058822653593	10.3811855434118	19.2655517606768	10.3654565517468	17.7461200848506	12.4907103691781	17.3112424871648	11.3076610402494	11.6673317037801	13.0358624405345	8.51921611648381	19.70619327664	16.8233925101801	16.4291719255631	11.9795964136543	11.0199408241196	26.263535695087	11.9123289471987
YAL029C	31.1715652906819	13.7489882983384	20.0404756409483	17.3368824609629	13.263864472039	27.4065793823366	37.2141224439636	24.7799195690196	15.0443870591121	24.9208515609194	36.8829932008902	28.7709300592846	36.2390447897544	42.6693284529488	35.2083228564057	21.489943530129	21.7103012720151	35.2567095741884	18.3842286179137	43.3547671896285	18.5043455647745	14.80510153659
YAL030W	140.921844773694	154.450163536621	168.756097039844	292.016953828553	332.493159223775	116.689586998512	173.222372047317	355.310981756665	123.705452477496	194.670806197503	123.259859324334	146.02137188293	138.771293251919	117.334078472514	138.320206282411	170.882073840512	201.396836997112	175.46898397342	328.981667517353	145.853692156312	182.025127576806	99.5170499922425
YAL031C	16.5751372614351	13.5972526524308	16.1281838934377	10.47958729572	8.4714042793674	10.5469823002964	11.7181895811081	12.2178903113231	8.54030907954853	9.88039018146458	12.6067355025107	11.0045384578301	15.6414960320153	16.4090660397011	11.1860578968519	12.2814346969462	11.6945790248164	10.441637783215	9.22773969583934	13.3048694215821	16.5752354313295	10.0058606208374
YAL032C	35.5992478924659	23.6262789025345	27.7656440074975	62.9602573582336	31.5066174946548	50.5809606148078	76.5478252605006	73.403798896712	21.5372277898868	53.9639492446977	51.6408680961101	51.0023124119628	48.7264616155236	48.556269692264	59.2982279686834	33.1089082138829	49.5012225671849	54.2372670477971	66.7074368718224	54.9043367486469	35.1183849701238	21.4199871058236
YAL033W	55.6825763089672	45.4758689961117	73.0126364823006	52.7081081715481	66.6903998958475	75.261300497971	80.5360960455304	80.8386467857493	65.0194199336339	89.0439622275216	76.4390371946253	88.0073959031457	48.1397171406788	64.2681382203424	74.823306811059	41.318177738179	79.0453337743208	71.3549421069204	27.5616312642199	75.8229261724891	45.1766974029147	28.6711729521777
YAL034C	39.2990783301735	43.3719129611745	38.4881154239786	37.5632453320863	35.5927600088259	23.9787640436499	28.7199429024904	36.854956628433	27.9084281676282	30.8199903362095	26.3332392331211	30.6311973512534	35.1408919173376	41.4172446308873	26.0046442567978	32.1263802268595	42.5045560768566	32.9887341045038	26.0637165215992	28.1620709949723	40.6240069669621	24.7346274667528
YAL034W-A	18.2806948636987	15.7416469601925	25.987548578446	30.2498707767146	15.2435199761937	54.6251374582047	57.1074135595579	63.3007708729088	25.7310895907573	46.3552391596216	57.1413130504084	46.2038828491515	30.4040318783234	32.1340691101712	41.4406006953557	22.3118159786167	37.6627766807058	55.6568548433979	21.2618298323982	40.203784110064	26.4756459198477	21.7297310795452
YAL035W	184.629550318313	76.7673404765254	98.1093808033455	189.236479743392	107.797624025733	166.151913616641	168.079774090853	183.498550880175	56.3977022355548	147.885252732395	198.03961136049	104.725401038411	203.726717094957	181.732097328549	169.492952038104	123.645573759865	146.807086385854	224.795812828645	94.0907219707241	138.572994661781	92.224191289903	68.0633816632481
YAL036C	65.7116869424845	32.9014603131952	45.392922690691	81.9050555182787	65.2141130513062	59.3691584050254	68.8613302797164	66.3669366786165	33.178972541177	72.6649694934608	74.8404893188671	65.3142726183228	73.8735801584129	88.6552912098994	73.0810593343773	33.0322080404145	60.6789179855815	66.441093661287	65.7328943316935	80.4361626611735	44.9608941972189	28.38568474355
YAL037C-A	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01218067222558	0	0	0	0	0	0	0	0
YAL037W	4.7748083599213	4.54236578950829	7.2310769498661	0	2.74914228426379	5.51686711642565	7.1302310270975	6.22700934638519	8.08355125564232	7.65160474365117	6.5086334582162	8.03519018098917	4.93498278622041	6.9543880910072	9.3421752189468	2.68259810688177	4.52827746161056	1.85309849650808	0	3.43453379573406	5.45695615974118	5.87837874353368
YAL038W	2893.1662589674	2545.26616384962	1965.86505203111	2173.6159641127	1919.13178143397	945.629092812733	3557.35433060774	2280.79354253096	1767.12991947032	2902.89903417574	2847.56611182263	2737.995063748	3811.53379076625	4865.16220313842	3335.77190602274	2542.10707069741	2182.09947912221	2019.72940921804	4044.29804868089	3604.65633201138	1821.51236029109	1482.64210537007
YAL039C	87.3410976821159	47.3415456728752	75.7626416228769	259.924815562881	212.844704852779	126.730318903035	186.371915192232	256.065167407967	50.8165962885564	184.809870623199	151.012349255538	116.976497054598	124.909897633445	109.065410861337	122.403255757579	99.8522628672659	131.096427746627	132.434772550444	267.697812231367	153.409176209455	110.36188559358	35.9814837165926
YAL040C	59.1526787327944	58.6676641729263	47.8089103673304	39.8061982838632	47.2369835177374	38.171782802119	53.3546910744447	69.3468668100511	27.7583182915115	40.0008160781121	39.4046784669113	48.1834812230056	46.6657408390618	71.2148492018183	56.020892362841	34.028826243922	39.3385985792927	46.1584190042426	38.618135175598	41.7188465423302	49.0844283834895	35.7019606305494
YAL041W	25.870924894825	19.3993551817421	26.1916279072993	27.9823366036594	21.5429863211315	30.1385943590064	33.7729253379662	29.835542191636	18.0180729222582	22.1185569743699	33.4071788671132	20.1490616936149	35.0624274058794	38.1474621600278	35.4325214035096	23.5441125076501	26.4952780287919	31.6565574736807	20.6332312246177	34.4497799207196	28.0091837509054	13.5122499305554
YAL042W	312.441683848312	224.961757640251	254.663697195925	600.039504021499	609.694995201666	290.423647486122	388.91753724085	614.352636393915	164.330997107225	341.771678549752	326.534698532935	273.205050758526	371.974327511363	336.465332283855	343.055453472671	325.768007604455	372.922516786387	376.054267007722	394.840244036342	369.509602312196	296.623608562854	175.465837302978
YAL043C	48.608972347494	32.9119251542617	32.874107252996	67.4726761426024	54.1329200172401	25.5287962166843	47.2728067812939	53.99004977462	19.2935650834415	52.1788822213362	47.1586101075588	34.3988831553684	44.871090303887	53.5894882819496	40.7727708283398	34.7577342499796	48.8931060952523	45.8087834442138	57.3098586838073	45.2810800007551	36.980250616872	21.0454933642542
YAL044C	199.911692369103	171.746584865882	251.842576031724	293.814534338424	296.216061915558	256.919165027595	389.878623386815	248.164790192113	243.525516839896	482.344435224212	339.1721213226	345.612377661312	199.804273820269	239.784047863032	213.766451442661	184.989455417251	325.276850799901	227.985299237059	262.422649555818	209.928346391885	258.710781210653	162.761192345326
YAL044W-A	146.574940799026	174.103560823991	203.686191560793	158.062387842292	182.533140856073	192.188621759858	231.450582329047	171.823784281208	132.282178105346	147.793158291785	170.895605531271	181.069270625053	180.712252538053	258.57793269554	180.447060084882	100.392004828711	125.731091321475	158.832244106107	61.7210275414963	187.960792472845	113.63742489407	137.197476260492
YAL046C	99.8525349697827	46.0343961524957	68.7593722291656	110.577258721604	145.496622741961	90.5216563593107	90.9953292981967	70.1192649088752	56.6376924578338	122.539985586466	58.6323955227543	78.4162537550876	66.684473279348	101.802891214576	98.8857471074402	60.4148145079256	62.888514438838	52.1670585151435	152.565044128833	72.1925535103316	69.1290874857969	35.3032045550034
YAL047C	7.04232225888874	6.59481517914967	9.33191953080633	3.84027251944282	5.02612048439239	13.2222644120341	17.0403238386136	6.50544704933064	4.63647241629137	10.6060767019185	16.4491868057165	11.1377738695644	15.9218545751252	14.6589124255388	13.6638684743248	11.5399083891543	11.0384334484204	11.1602336418914	12.3714499426073	14.2820741896443	6.74893213656593	11.8007902866444
YAL048C	11.8562576039071	8.26258392480693	7.14503598062854	8.42002436263959	6.11196942233006	5.09724761802051	8.00612500109825	6.83213350394169	3.26755918025964	8.93520728234646	12.4969689175101	7.93958124804963	11.3040631342485	18.5534263278636	10.1960753973302	6.50621079316122	6.40652226092113	7.11612182821957	5.94169620337255	14.8087289251962	7.9961280681577	7.92059076554563
YAL049C	85.8526560400424	64.6873346744753	73.2280721076858	95.2475688239945	78.3004695133432	89.7886874819074	94.5565500129709	90.7292188861398	89.6572378583523	79.3316176930599	99.750736664281	88.1521449095654	59.7925444732616	64.1380407745522	85.1461734934941	71.3114946145171	72.8802118855163	74.3940270905835	99.1597034581144	68.3198760446964	79.9322566232534	89.2942390515723
YAL051W	11.3382172341643	6.82438448051603	10.4786216868925	4.94630520594266	5.62419948231066	6.44938009684656	11.9532668575557	7.05207110820177	5.97181776392236	8.6964803702227	10.6106872742007	8.90413568402235	13.4613270911661	15.8278687735404	11.2284388413983	5.48806330262836	5.78997309022725	7.34520148329634	4.41264121044524	10.8323273277668	7.15184092118751	5.01083175339385
YAL053W	37.0743684097971	21.7384648497897	26.091726069103	27.9734136646914	27.4879162836018	26.9409691545568	54.9763447843272	27.3679783955559	19.0357550543867	36.6183941303306	42.272910164843	38.454124437591	36.831925097497	41.6021430444181	34.8091355224329	21.0912432791062	25.0248938971148	26.2884712731669	25.1233710640051	43.8311932027013	28.6803416533336	27.1275182322766
YAL054C	5.63270710085954	5.54117731465227	3.92049052183839	10.6109490692448	10.3189094143235	7.09973775367143	14.2737771448152	11.3526428900084	11.1252610185031	6.70140546175985	12.8258365206025	4.35645854194931	12.3489765332126	9.6582230126649	9.46778429752087	4.02765430052838	5.94891352799819	5.5644862416153	12.4738715325461	14.1806801538151	5.63274046180567	8.45805942463623
YAL055W	60.5989884984487	59.690701825113	74.9475157897724	66.0908778898585	71.2346812883822	106.192072008989	120.824369104972	127.764273850536	27.9277019439871	81.8237904446921	84.3245605498176	66.0967148098557	56.020688571386	39.1289990711698	59.4802360348856	49.6502964533367	94.9854148945567	96.0335021947282	124.908355737293	37.292838415558	43.4295323099843	29.0129926936837
YAL056W	30.2949086276959	18.4813963365408	25.6630729435278	33.9456552158467	22.1616441575953	27.570916900963	27.7151873193524	34.6378025974376	20.2185633121325	14.7415706979462	16.829360973685	10.8635690175563	36.029295438104	29.6173258994995	34.9552172437415	30.601715067153	28.009186508668	40.587274220908	19.441072806771	34.8261466990816	25.1075729778784	15.795779733854
YAL058W	23.9865976342766	16.3362618553091	26.5411032911365	11.8911022843582	17.9432089845686	22.255490065808	34.1910879470361	30.8078678824283	13.8779236489623	10.8714649240478	10.8369394060757	8.56234977536818	29.7995779642415	37.0532009620264	28.8697359052304	25.7273424803135	31.7669617021931	25.1770877239289	16.3444152455811	32.3287727200839	21.8061270001586	13.572081870425
YAL059W	57.5026552050616	34.29166286164	56.611373429103	48.6735009936892	53.6147279287877	103.12952398995	88.7168859980854	110.808190461631	45.2037921024965	63.1127669309402	84.9636400496251	59.5366934432813	81.7554425272758	87.5012210511704	103.439371062742	37.1281653478285	66.4714281532192	88.6007281147338	16.8863515492051	92.1895519005173	52.3534737672821	36.981349841949
YAL060W	84.0052818801819	120.384553384866	114.128085401948	111.399654664307	109.168942562318	94.8547208499652	164.646901315014	98.3500498930752	148.9512160004	127.309206631239	154.27840430918	111.201251057124	85.7544528369684	119.223269466197	70.6005011846465	139.845310187993	111.429518668039	96.6030406821941	110.457272330627	139.390060890053	130.781724778758	123.399908872091
YAL061W	48.5444289442716	35.3120039067157	58.209977232787	15.2630926929051	20.2699916748828	15.6644333572332	19.3020395481023	34.791233354308	10.365510701015	31.070152595432	32.3407456763518	36.6346576247545	55.3709791085496	61.5313610425384	37.7352359800712	30.0990074671663	29.0329751127184	34.4552189350737	44.2530907994891	35.9667446615468	25.3657076994668	11.3067380617251
YAL062W	7.18455256651913	9.30292382218073	7.05214200350842	4.35314734281819	7.23900784895662	4.61172921772325	10.198894259041	8.32857644332492	7.88352160302817	12.9345904545758	10.4734996914964	6.26908578895225	6.25672490072485	7.32488387576828	6.01326038110375	6.27891958641323	8.83244803283574	12.4699772188601	5.60947111662616	10.0486359962525	9.18031598489209	9.17266668568865
YAL063C	3.5925779777488	2.18534831823282	2.44133109418508	12.9600731321937	9.60641328809637	3.51230412681629	5.9379668148735	5.5862211046073	1.0916562038358	6.19993974693428	3.9553600154239	3.436229814529	4.66516891254698	5.63499926950848	4.73110914338198	7.87949829428765	5.96240312783492	4.69227510453671	21.2314736463605	7.88497655498331	5.66525267226342	4.16773942663234
YAL063C-A	0	0	2.21984951038272	0	0	0	2.18889108277449	0	0	0	2.24782701907467	2.46670214032657	2.27246630018397	0	0	0	2.08518618507153	0	0	0	0	0
YAL064C-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YAL064W	1.92428366986302	0	2.26658318428551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.45933373513493	1.9242950668561	0
YAL064W-B	1.43942479241722	2.39636620391382	1.69547561029231	0	2.9006698117429	3.3262550893185	10.0309811824784	5.63162600055533	1.89535584996688	7.17630821101842	3.43368851732666	3.76803319073508	12.1496426600387	2.93508032817312	5.91425895750648	8.49137353516907	1.5926225193066	9.77618891858594	9.44040125979185	16.911247771121	1.439433317727	0
YAL065C	2.83421625793778	2.35921323951206	0	21.6375044667831	8.5670945602639	1.63734262148624	8.22955174531495	7.39241862605196	1.86597048795189	3.53252380929976	3.38045303643787	5.56442110724831	3.41750745919139	1.44478760340305	3.88171001345386	2.78657477769114	4.70379209190555	3.8498480392571	15.9326373421072	2.37843684045666	8.50269913261997	2.03540762695998
YAL067C	0	1.28088597599771	1.08750203286426	1.34258685724628	0	1.06675352611982	0.35744517681671	0.401356061767973	6.8890122560244	1.53432852323121	3.30362455833701	1.61124651590355	0.742185963359747	0.627534009558899	0.421498814592213	4.23615660649007	0.681020403878581	1.25411716430345	0.288343184221637	1.03305842565289	0.615515257075183	0
YAL067W-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YAL068C	3.0216024568097	1.25759714007048	0	16.4772023389317	0	0	1.7547308680093	7.88117357653474	0	5.64911865371491	1.80197703182019	5.9323167176449	0	1.54031075073548	2.06917599890722	2.9708111266294	3.34319107358576	0	4.24650871308228	2.53568886296619	4.5324305293718	4.33996006409649
YAR002C-A	383.894592137672	318.863754864869	321.03060010153	235.623993446723	285.498426220795	322.586266298634	448.772419493379	301.25785996304	377.477348028631	375.948846404727	305.25490919034	355.642387222812	355.692622940159	332.090997858569	304.996542238925	272.86900198091	332.814671375462	273.146718385291	210.202181297573	292.872063672595	245.128951130192	325.822501812044
YAR002W	80.5704699548201	35.7879541693759	48.2488401914111	36.9211385742728	27.6288799568511	51.6308706641994	69.201386231715	56.0694418289858	26.2998173774108	60.759409519956	65.4117662550728	49.1832998979559	76.33382633155	75.9316151566268	61.2016278787893	53.2545401958752	70.7920709831785	57.4803700305747	17.7619401480528	64.2045811543273	43.6708074894843	37.4401925159139
YAR003W	32.9651874591288	25.3021476120503	30.2564968394085	23.3459190048095	25.019126268499	35.6150779118599	29.3372919595279	31.8246218719907	27.0587570524546	26.1464672114565	31.1484601214632	33.6210924044512	44.3955828480905	41.46574257542	29.3173648557113	30.306447933484	26.5263029445165	35.4735997902975	13.2367754030738	37.3642958449257	27.3997986100353	38.1245672141123
YAR007C	60.8376822634345	23.4859298698692	27.6945855314629	27.5662005689587	24.8748758453965	41.08887617167	54.9580579416226	21.8474494201608	26.315583794717	45.0567164647583	51.5301695578548	41.5452919968829	50.6774598872216	57.830991900202	35.8246886370288	34.6753838895972	35.444812756851	34.7321901483781	23.681227046267	45.381492640739	29.3903587381559	26.1723315119388
YAR008W	39.7406410080406	17.6428120520032	31.9867445753336	24.5605834863641	32.0334840079433	42.8556633971616	40.7720617990712	58.7375871265651	30.5248433083434	26.4171345738939	53.719808035567	32.0760651508408	39.9328317242473	46.5944002097482	41.728382644629	35.1653621402111	29.3134869495563	41.3858664220138	19.8580697307423	43.3547671896285	34.442092863294	31.3939502462632
YAR009C	46.8853243371386	27.5862390199085	33.8188602099743	37.9760282478235	20.927472426242	33.1736284513653	86.9156166785894	38.0413121402035	50.6758300938513	101.075333505942	131.515720512845	95.148346886515	83.9730404258457	75.3607007569529	61.7036234594765	71.1728911264422	49.3406963291278	66.7982405407942	220.497984168765	109.962467157654	72.8483132452666	68.2193137727715
YAR010C	21.5554678664928	16.9076948831697	30.2725055678949	77.7604387931624	43.437694867914	22.9896270118884	54.4046148714086	50.816591983847	46.3953886630214	102.815667469993	71.6909002795582	56.9690732408756	75.4757684779922	57.4769925489865	61.3151744982304	119.822715440719	45.864639444884	57.4334472795294	368.961584708094	144.016777666019	128.089981150932	82.1640058393234
YAR014C	47.6327964758346	15.0026025019675	30.6307966946754	58.969818511585	35.0225238889662	49.0856868990628	62.7995934593188	65.4775670909638	23.0539339722732	57.4433149862964	67.5614487141597	47.180021219204	68.6124789817517	58.8008205463865	69.468941247819	43.0349189258921	53.2721017056514	74.4945595596249	64.4093694805396	50.56020737044	35.7891779687814	21.8189964067499
YAR015W	114.328775694793	87.7327620484996	147.290991942984	63.6438649299843	78.5968137751899	124.528706413949	183.275066067486	103.283164794115	79.9753735520226	148.435039543866	124.999683614471	147.303095565495	127.087862892047	168.771899131075	125.592917145398	81.9634209855082	140.991188370407	124.562021413488	54.6743760257652	135.919530713263	101.824668928591	70.1320582344713
YAR018C	17.1905616837533	22.3367712218022	18.2730272769807	10.9747237596921	13.5187180217008	21.3154970632016	37.010332711499	20.7784610693273	18.2188907504844	20.3808799135173	27.5049475843196	31.8295097281589	20.2228652401693	19.6636918316369	21.2470205208891	18.9627691867193	24.1231172419743	33.0327557680294	17.6775534730375	22.518778159186	28.0920598636217	17.4643576432507
YAR019C	6.74979502659644	6.5549832470135	5.30031760017535	4.49869873089601	5.85637797375989	3.0328623327222	7.18629780098579	7.09103540514369	4.19699823597794	5.60856087876516	6.9325290731872	4.17188905579335	9.04325050739876	7.2639475198787	7.19012131722839	6.26764973074531	4.97878301420156	5.85769186280811	4.39168849814493	6.60839528286882	6.7498350037414	3.23160103234262
YAR020C	6.5288195941781	13.5865405311185	3.8450964733415	0	13.1566095032624	7.54347136327589	11.3744161622746	4.25724108375314	8.59679260520692	0	7.78711503036581	8.54536098613134	7.87247253992303	3.32817144355345	13.4126944214879	0	0	13.3025999213616	6.11699469384472	5.47889915033767	13.057716525095	4.68870685496139
YAR023C	3.04678247728311	1.69076948831697	3.58875670845206	0	0	2.34685775746361	3.53870725048543	1.32447500383431	4.01183654909656	8.86074722166024	2.42265800944714	3.98783512686129	4.89842735817433	4.14172446308873	0	0	1.12368366639966	1.37952888073379	0.951532507931401	0	3.04680052252216	0
